material_id,formula,system_type,corpus,codec,codec_config_frozen,ladder,nominal_tolerance_relative,nominal_tolerance_absolute,npoints,npoints_frozen,natoms,value_ptp,value_ptp_frozen,stability_floor_A1_e,npz_sha256,frozen_realized_Linf,frozen_compressed_bytes,compression_ratio_frozen,Bader_error_resolved_e,Bader_error_fixed_e,frac_voxels_reassigned,n_voxels_reassigned,electron_count_abs_dev_frozen,rmse_density_frozen,codec_config_reproduced,reproduced_realized_Linf,Linf_reproduction_ratio,reproduced_compressed_bytes,compressed_bytes_equal,gate_linf_pass,reproduction_gate_pass,realized_Linf,realized_Linf_over_ptp,rmse_density,electron_count_abs_dev,compression_ratio_reproduced,compression_ratio,V_orig_rms,potential_rel_RMSE,potential_rel_Linf,encode_seconds
mp-1778,BeO,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,1e-05,0.0020838951782433,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0020830632431687,43071,20.541338719788257,0.0004567620603848,8.677341607921107e-06,0.0009584780092592,106,4.927310785163286e-06,0.0006356833881947,"hdf5plugin Sperr absolute, single chunk",0.002083063243168759,1.0000000000000284,43071,True,True,True,0.002083063243168759,9.996007788284043e-06,0.0006356833881947928,4.927310785163286e-06,20.541338719788257,20.541338719788257,18.540323935432195,1.286705751647295e-06,4.9673711474383155e-06,0.043
mp-1778,BeO,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,3e-05,0.0062516855347299,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0062498371937103,31412,28.165541831147333,0.0007730363048894,8.901771776592682e-06,0.0009765625,108,1.4475034092242822e-05,0.0017246023242791,"hdf5plugin Sperr absolute, single chunk",0.006249837193710306,1.0000000000000009,31412,True,True,True,0.006249837193710306,2.9991130355121067e-05,0.001724602324279115,1.4475034092242822e-05,28.165541831147333,28.165541831147333,18.540323935432195,5.774769787872273e-06,1.688487554062421e-05,0.043
mp-1778,BeO,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,0.0001,0.020838951782433,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0208330779368717,21381,41.37954258453768,0.0038968852609908,4.675980610402419e-05,0.0021430121527777,237,4.779698670276389e-05,0.0050133798422758,"hdf5plugin Sperr absolute, single chunk",0.020833077936871724,1.000000000000001,21381,True,True,True,0.020833077936871724,9.997181314289413e-05,0.005013379842275892,4.779698670276389e-05,41.379542584537674,41.379542584537674,18.540323935432195,1.859832170753532e-05,6.778366960368774e-05,0.031
mp-1778,BeO,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,0.0003,0.0625168553472989,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0625094966761956,14757,59.95364911567392,5.079178523015315e-05,9.612452494955905e-05,0.0056423611111111,624,3.759030661676377e-05,0.0129893660727331,"hdf5plugin Sperr absolute, single chunk",0.06250949667619565,1.0000000000000009,14757,True,True,True,0.06250949667619565,0.00029996468790186677,0.012989366072733167,3.759030661676377e-05,59.95364911567392,59.95364911567392,18.540323935432195,6.529184888869225e-05,0.00028980790648122,0.018
mp-1778,BeO,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,0.001,0.20838951782433,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.2080811643043763,8930,99.07458006718925,0.0037234825507792,0.0001608272785502,0.0113661024305555,1257,0.0002471650184041,0.0375910775078726,"hdf5plugin Sperr absolute, single chunk",0.2080811643043763,1.0,8930,True,True,True,0.2080811643043763,0.0009985203021573587,0.03759107750787269,0.0002471650184041607,99.07458006718925,99.07458006718925,18.540323935432195,0.0001256185909007525,0.0005737812606791742,0.035
mp-1778,BeO,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,0.003,0.62516855347299,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.6075831444104418,5512,160.51088534107402,0.0295946861079539,0.0034081354398542,0.0235279224537037,2602,0.0013217891281236,0.0944001581548999,"hdf5plugin Sperr absolute, single chunk",0.6075831444104418,1.0,5512,True,True,True,0.6075831444104418,0.0029156127945102668,0.09440015815489997,0.0013217891281236405,160.51088534107402,160.51088534107402,18.540323935432195,0.0007398990700066906,0.0021442155987618054,0.039
mp-1778,BeO,bulk,dev_bulk,SPERR,"hdf5plugin Sperr absolute, single chunk",base,0.01,2.0838951782433,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,2.005983092365163,2968,298.0916442048518,0.0875091278941022,0.0099985995683988,0.04541015625,5022,0.0056667732485262,0.2446666597737311,"hdf5plugin Sperr absolute, single chunk",2.005983092365163,1.0,2968,True,True,True,2.005983092365163,0.009626122817061192,0.24466665977373112,0.005666773248526269,298.0916442048518,298.0916442048518,18.540323935432195,0.0016878198502668237,0.006947973476357534,0.016
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,tight,1e-07,2.0838951782433e-05,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,2.083866854718508e-05,194610,4.546200092492677,6.838648602069952e-06,4.752011228958963e-08,0.000587745949074,65,4.774468287394029e-08,1.169546736213572e-05,pysz ABS INTERP_LORENZO,2.083866854718508e-05,1.0,194611,False,True,False,2.083866854718508e-05,9.999864083735652e-08,1.169546736213196e-05,4.774468287394029e-08,4.546176732044951,4.546176732044951,18.540323935432195,1.9806236133606015e-08,6.793559191187494e-08,0.108
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,tight,3e-07,6.2516855347299e-05,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,6.251454883354768e-05,157230,5.627017744705209,7.621161206294857e-05,1.3875772619798e-07,0.0008047598379629,89,2.1314225584490042e-07,3.431011786160366e-05,pysz ABS INTERP_LORENZO,6.251454883354768e-05,1.0,157230,True,True,True,6.251454883354768e-05,2.999889317189492e-07,3.431011786160366e-05,2.1314225584490032e-07,5.627017744705209,5.627017744705209,18.540323935432195,4.379408732339451e-08,1.680949491108995e-07,0.083
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,tight,1e-06,0.0002083895178243,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0002083872270155,120650,7.333079154579361,0.0001722565651673,3.365521177300934e-07,0.0007143373842592,79,1.1293953861013509e-07,0.0001155823875006,pysz ABS INTERP_LORENZO,0.00020838722770033513,1.0000000032863585,120650,True,True,True,0.00020838722770033513,9.999890103685696e-07,0.00011558238750014791,1.1293974466752843e-07,7.333079154579361,7.333079154579361,18.540323935432195,2.6334700494745243e-07,1.2011160984492067e-06,0.087
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,tight,3e-06,0.0006251685534729,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0006251547219937,91202,9.700839893861977,2.3781788137000603e-05,4.385711955379179e-06,0.0003888165509259,43,4.285580468277317e-06,0.0003341385678017,pysz ABS INTERP_LORENZO,0.0006251547223290466,1.0000000005364218,91202,True,True,True,0.0006251547223290466,2.999933628408531e-06,0.0003341385678052808,4.2855808040087595e-06,9.700839893861977,9.700839893861977,18.540323935432195,1.6586050308796572e-06,5.898784280131872e-06,0.114
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,1e-05,0.0020838951782433,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0020838879305498,63204,13.998101385988228,0.0004010084435619,1.892135672942885e-05,0.0009132667824074,101,2.2346770766290547e-05,0.0010366317653306,pysz ABS INTERP_LORENZO,0.0020838879305498104,1.0000000000000049,63204,True,True,True,0.0020838879305498104,9.999965220450792e-06,0.0010366317653306824,2.2346770766290547e-05,13.998101385988228,13.998101385988228,18.540323935432195,7.120685741551409e-06,2.2398643083969487e-05,0.069
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,3e-05,0.0062516855347299,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0062513484209461,42957,20.595851665619108,0.0017527516566953,0.0001274325052618,0.0010398582175925,115,0.0001365475149661,0.0029512870530273,pysz ABS INTERP_LORENZO,0.006251348420946101,1.0000000000000002,42957,True,True,True,0.006251348420946101,2.9998382290110758e-05,0.0029512870530273463,0.00013654751496616768,20.595851665619108,20.595851665619108,18.540323935432195,1.969320458047681e-05,7.362302617608072e-05,0.069
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,0.0001,0.020838951782433,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0208387882636644,26902,32.8873689688499,0.0034840221321958,3.0370428937054328e-05,0.0042046440972222,465,5.434305999862943e-05,0.0100236038439101,pysz ABS INTERP_LORENZO,0.020838788263664476,1.0000000000000036,26902,True,True,True,0.020838788263664476,9.999921532152754e-05,0.010023603843910192,5.434305999862943e-05,32.8873689688499,32.8873689688499,18.540323935432195,9.96463473144823e-05,0.0004022443532790924,0.04
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,0.0003,0.0625168553472989,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.0625165096951221,16675,53.0576311844078,0.006204205445341,0.0012337566153286,0.0073423032407407,812,0.0013212020155748,0.0247262554721081,pysz ABS INTERP_LORENZO,0.06251650969512568,1.0000000000000573,16675,True,True,True,0.06251650969512568,0.0002999983413168909,0.024726255472108594,0.001321202015581946,53.057631184407796,53.057631184407796,18.540323935432195,0.0002295877145041687,0.0008050031517377082,0.008
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,0.001,0.20838951782433,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.2083888927227732,8980,98.52293986636973,0.0005857961993012,0.0006588627982138,0.0155797887731481,1723,0.0007947686124705,0.0937747555454274,pysz ABS INTERP_LORENZO,0.2083888927227946,1.0000000000001026,8980,True,True,True,0.2083888927227946,0.0009999970003216,0.09377475554542751,0.0007947686124687436,98.52293986636971,98.52293986636971,18.540323935432195,0.0017221470892498391,0.006290780276024696,0.017
mp-1778,BeO,bulk,dev_bulk,SZ3,pysz ABS INTERP_LORENZO,base,0.003,0.62516855347299,110592,110592,2,208.38951782433,208.38951782433,0.0008690062420009,2e09067b91c87ed2a160a00ec585b9ff6abc4836d367fbb87d36860ac67015f5,0.625067914032531,4747,186.37792289867284,0.0482706998231536,0.0082049175857799,0.0317473234953703,3511,0.0079945423658767,0.196773509749537,pysz ABS INTERP_LORENZO,0.625067914032531,1.0,4747,True,True,True,0.625067914032531,0.0029995170609274898,0.19677350974953708,0.007994542365876711,186.37792289867284,186.37792289867284,18.540323935432195,0.0023711989182630625,0.00880929483060497,0.022
