material_id,domain,formula,npoints,natoms,value_ptp,electrons_per_cell,float32_field_rel_error,floor_resolved_e,floor_fixed_e,n_voxels_reassigned,frac_voxels_reassigned,bader_seconds,sha256,corpus
nomad-0JxkdxfFTtnZ,slab,Co20O1,3317760,21,4859.986271274195,185.9999973006881,5.0193043077946747e-08,2.6234427963345293e-09,2.6234427963345293e-09,0,0.0,3.43,3f8d84e40ce84bea459286c20714cf8950c5143db928afff3a461fcc38c58cd4,dev_slab
nomad-0kvBRPSc8RU6,slab,Sc20,5760000,20,9448.08665811946,220.00000184110695,5.1670514565677134e-08,5.221229360863333e-05,4.112953533308428e-09,4,6.944444444444445e-07,6.33,6f8de89277ac8ee5e28934137abbe30da20ed60f0b890ab8f77d3f918d58e3c8,dev_slab
nomad-0pSeEEz7rc0X,slab,Fe20,3981312,20,11029.623293001769,280.0000032565942,4.42648843575157e-08,0.0005920214666073,5.628345789432387e-09,331,8.313842271090534e-05,4.16,d06e1945f344aa12b78b08d719289306ae70f8bc323747e5b41096eb4cf31068,dev_slab
nomad-0xMhYZKiiVKL,slab,Fe20O1,4128768,21,11281.252147693998,286.00000355294105,4.3280878174240093e-08,4.393145403014387e-09,4.393145403014387e-09,0,0.0,4.04,d52c87498558c89834f8c38ef87d1618176b25a62edbb7a21cae49afeb529617,dev_slab
nomad-19wSfSWChOSI,slab,Fe20,4128768,20,11276.010322777782,279.99999982788563,4.3299889392241124e-08,4.327043612306625e-09,4.327043612306625e-09,0,0.0,4.05,dc5be888452f5dec938146abfb8b3b0d77017f7e5a68a4511b32d908ef558fcb,dev_slab
nomad-1CIlfNcWTE4X,slab,Ga15N15H3H3,2073600,36,11785.384795500466,275.9999960689371,4.1423127692235046e-08,8.52302228793178e-09,8.52302228793178e-09,0,0.0,2.22,f76299be057209bf65a2673db6e1d4e5fd899d17636bee9086822754f99f97ea,dev_slab
nomad-1DBJPWgjPfWO,slab,Ti20Cl1,4128768,21,5911.775905490245,206.99999695063397,4.1295755088059126e-08,7.901621244243984e-05,4.606690140462888e-09,4,9.68812003968254e-07,4.69,9157c67b1ef0c27f5b3c0dfeaeb6035db5b239040aae031e8a4d693e8b2d41fa,dev_slab
nomad-1Few3hG0Dkat,slab,Fe20O1,4128768,21,11285.11199767967,286.0000046224308,4.3266074803477344e-08,3.704563756379287e-05,6.14399198184401e-09,1,2.422030009920635e-07,4.27,755b2b32b844820a6b48804232ffc14a16f87d9fcaf6fdd027d7a91a10528918,dev_slab
nomad-1iTKfRU16qFo,slab,Sc20H1,6451200,21,10050.237375659157,221.00000023696143,4.8583429594904e-08,1.9092721213809227e-05,3.6072655973384822e-09,1,1.5500992063492066e-07,7.24,89ae979ba67b1148ba74700522f7165fc6128004fc6d97f972648a1987ad3eb1,dev_slab
nomad-1sSuZTi8blPO,slab,Ti20H1,5598720,21,6572.454983539475,201.000003523916,3.714365491926953e-08,0.0024653501721978,3.3069440519284403e-09,3043,0.0005435170896204,5.71,7be9b23d80f504c7a1a60546a52dadbe2d465ee13b9fdaacde35b250d5d87eb5,dev_slab
nomad-1urv55npagDc,slab,Ga14N14,1720320,28,10356.322640172706,251.9999959281987,4.711614501115535e-08,7.46390149686249e-09,7.46390149686249e-09,0,0.0,1.95,d1210a3f2a5cd37467eaa4069f0808a44f48fc2735e95d5a9c75865865a17472,dev_slab
nomad-1xNwoQ8q8XXI,slab,Co20Cl1,3870720,21,4980.610978763091,187.0000019685684,4.90100513233182e-08,3.2324987131460144e-09,3.2324987131460144e-09,0,0.0,4.68,8f1117f6edb195ae2fe96815cb870005ceba78f816d369030b0f49d1aadb3fc2,dev_slab
nomad-28WEed2y6N1X,slab,Sc20H1,6451200,21,10050.223316196598,221.0000002369916,4.85822537963272e-08,1.7054275115668815e-05,4.6086192639904774e-09,1,1.5500992063492066e-07,7.67,a42708b1b6a5df7c9313b0758433ee9b59d07d70dce4c35389594485f59e9282,dev_slab
nomad-2C9dg1L8liw7,slab,Ti20H1,4838400,21,6668.46187466969,201.0000008794033,3.6609829150550064e-08,0.001097648829468,3.952981941779399e-09,37,7.647156084656084e-06,5.7,ed9e8593b3bb87d8e61eabc1e9e55f0ad9f217712e51057124c33694c0dbe6f7,dev_slab
nomad-2iwRdQb9gzT1,slab,V20,3276800,20,7434.561050160465,259.9999936522056,3.2838186185980045e-08,0.0014298636242653,4.8447486022951125e-09,872,0.00026611328125,3.4,320a275b28e4b108fa629413cb6e299983c258ef861823df65e92e8db75e3b36,dev_slab
nomad-3ermMygSkKxT,slab,H3C1O31Ru16,3870720,51,9162.582408235749,321.0000017332227,5.327782903835016e-08,1.5472879934641526e-05,4.75024286572534e-09,1,2.5834986772486774e-07,4.54,312ff2e6d5fd1c755a21b49ccf52349837dc637ce3e8c3f222b0cacf06441513,dev_slab
nomad-3Rqsfa2-hyu7,slab,Ti20O1,4354560,21,5951.573821137157,205.99999788929,4.10185620169925e-08,3.870709974762576e-09,3.870709974762576e-09,0,0.0,4.85,fef491ad3a9456b98b56b7abcea8b76ec98dcd4122d9ed5b8dd7e3cc4322353e,dev_slab
nomad-4BR68d4gtTyq,slab,Ga20N22H2H2,3265920,46,17274.085956888503,373.999999650964,5.6428456080591546e-08,8.024839459608302e-09,8.024839459608302e-09,0,0.0,3.49,12abe1465f872e571a45e2f9761ca1bdaaf2a499aebd2c321fb5e80dfaef546b,dev_slab
nomad-4CA6DwNaypkT,slab,Pd20,4480000,20,4082.7199295326936,200.0000005901302,2.9898879201854615e-08,0.0102681246113487,2.702229551232449e-09,4003,0.0008935267857142,4.73,3862ff65368672aad504c11e626a2eba164bbcf580fa10e36c86b9e602922934,dev_slab
nomad-4hOaTvLmAUuc,slab,Cu20O1,4128768,21,22295.66937962953,345.9999890934844,4.3797743090695226e-08,0.0022551064882812,7.488711872838394e-09,1174,0.0002843463231646,3.98,a4eadef878798f4b47a87cbda25c5887d745641371dcdc4d3be1f29f1ae6ab85,dev_slab
nomad-4khM-ZQ6rM_L,slab,Fe20Cl1,3870720,21,10800.888758860065,287.0000009905175,4.52034559902638e-08,6.521959861061077e-09,6.521959861061077e-09,0,0.0,4.36,fdeba2a362d880ca40ce1c2ad08d6b14e8e634edccb2448e60bf7d83d484bfb4,dev_slab
nomad-4TmN2lwz6DHx,slab,Ti20H1,4838400,21,6661.282896047234,200.99999993859495,3.6650222455058087e-08,2.3658461856257414e-09,2.3658461856257414e-09,0,0.0,5.01,73a394a98855c14f408c5a430cf64243723f415e567415f2c87ee6eb0793a3aa,dev_slab
nomad-4U-g_t9kIPQS,slab,Sc20H1,5760000,21,9477.462474100752,221.0000015914597,5.1510359510282507e-08,4.430782851727599e-09,4.430782851727599e-09,0,0.0,5.69,dfd7219b15a6f2c7299162d506d8b2b4d6c80b166df1287ffd6d8cefbc4080d2,dev_slab
nomad-5_7vAQzUevH0,slab,Zn20Cl1,4800000,21,13748.701338159794,247.00000369258373,3.5512444975941075e-08,0.0088235943579242,6.929820273171572e-09,1615,0.0003364583333333,4.81,7bb1de721c28dc6732698068d12ff6dd9c8454e0c5770abececc22c6692d578f,dev_slab
nomad-5HCYH3PtBIoR,slab,Sc20Cl1,5760000,21,9477.357123188624,227.0000015446912,5.1516207875323794e-08,1.7920291702111513e-05,4.467571201871578e-09,1,1.7361111111111115e-07,6.4,46d4a0e834910d2abd4255cbdd49683661127619b96faccd07c25c9ad07487a8,dev_slab
nomad-61GFUgm3lTUg,slab,Ru16C3O33,3870720,52,9424.659906876535,337.9999980354297,5.1789667241226294e-08,0.0003464617532191,4.379218765393489e-09,10,2.583498677248677e-06,3.91,0e00627be93d52291fe134a1cb23eb8a4cf227341279f067d83a7d67152f18b2,dev_slab
nomad-6o4AmsigmNP5,slab,H1C3O34Ru16,3870720,54,9460.32882796234,345.0000015580685,5.1603650165222847e-08,0.0002450081905367,4.56735005371911e-09,5,1.2917493386243386e-06,4.22,55aef1ea27bbc32f8264640854defe0bec77fdc4b87d85a4cd1e979ef8bbbb99,dev_slab
nomad-6x45-ylTvOvZ,slab,Ga16N16H2H2,1720320,36,10355.794888261298,292.0000005840649,4.7126995583522656e-08,8.01900768010455e-09,8.01900768010455e-09,0,0.0,1.69,4cb269757ee9ef2eb0b00febff53bdee8f1b671bc102fad7d02d0883c610a2fe,dev_slab
nomad-7OdXN2bFHmUg,slab,Ru16C4O35H1,3870720,56,9433.883630947425,355.00000149015125,5.1757581400585195e-08,0.0001297813374527,3.6683589499375557e-09,2,5.166997354497355e-07,4.01,fc2e38eb3da905e438181a79e3745bc79586ea51f4f500bcde2d99bf27d77c19,dev_slab
nomad-8eTSyDPSGSwy,slab,H3C4O35Ru16,3870720,58,9435.400798905566,357.0000027192755,5.174395979324113e-08,3.2497009527787672e-09,3.2497009527787672e-09,0,0.0,3.95,22799112618fef4a89ae1416bdb66e21809dd302002cb4eb6b6dadc8a0517b1c,dev_slab
nomad-8Hl4JATTj5Fp,slab,Cr20,3870720,20,6503.285337895803,239.9999949861704,3.75406409670466e-08,4.144677033046662e-05,4.470592784855398e-09,1,2.5834986772486774e-07,3.95,8451edf87c453baacfb2922191d37b1377c58ed0b2cbd673f0d8b94a80c00218,dev_slab
nomad-8tU1rEspJ26T,slab,Sc20,6912000,20,9516.94560871612,220.00000039359824,5.1303224777798676e-08,0.0067083897216164,4.420702026664003e-09,3340,0.0004832175925925,8.09,60c05431238682a9aed53ccf93070444b8da386de8bb6c79ae78b86707ad08a7,dev_slab
nomad-8ZPelCNdN_TR,slab,Mn20O1,4128768,21,8936.648691842724,266.00000327723404,5.4585618937214686e-08,0.000106315509214,4.1588208432585824e-09,5,1.2110150049603174e-06,4.28,230e5442d9169245b8863dec032adc2e58c22549effc8d08a1cbef42d6173904,dev_slab
nomad-9jQMkfdCbgX_,slab,Co20,3870720,20,4697.278398760296,180.00000327451428,5.1959609297719615e-08,0.0011436487226621,2.563593781701456e-09,436,0.000112640542328,4.1,1fa70eb2bda39253dea08604e4a1bc2e325aee1818db444113fd80a92934563a,dev_slab
nomad-9xtsrVZD5SSK,slab,Ga11N11,1474560,22,6574.885087311442,198.00000725295249,3.7131827664540346e-08,2.290547038619195e-05,7.584235461877142e-09,2,1.3563368055555556e-06,1.64,cedbadd8e3b65ab2de9288438c994d65e8ec003314cb6dce8e7caa2c7d8fd5da,dev_slab
nomad-A5zDMCxBBUYc,slab,Fe20O1,4128768,21,11535.48551099568,286.00000211690104,4.2328084022729984e-08,0.0007004302365274,7.600144513730811e-09,79,1.9134037078373016e-05,4.08,c34d2b0cff6e256d2ce9dead1496fa46149e79a86fbc401ab150ce02008c5591,dev_slab
nomad-AUrOZMeLzRg5,slab,V20O1,4800000,21,9149.551854169738,266.0000000236194,5.3363269321167487e-08,2.6444347682286207e-05,4.278829734971623e-09,1,2.0833333333333333e-07,5.09,adc23c1a2ddd5e3d84ee0702344bda0b720f599d2f1ee990ed4aa4ecdb6d1e40,dev_slab
nomad-BbyKgzzvPkrI,slab,O31Ru16,3870720,47,9131.944105107345,314.00000275009813,5.3468899320061045e-08,5.311877160352196e-09,5.311877160352196e-09,0,0.0,3.52,8ec645ea86c39fe2b154769fdc69d36b9463c5e7f5c7936ecba3b30cbbb9ac12,dev_slab
nomad-BiuRBghVF7ns,slab,Pt20O1,5225472,21,5369.368366245364,205.99999970957688,4.5342856680111855e-08,0.000799471122189,2.392322784317002e-09,414,7.922729276895943e-05,4.74,c6d110c98bc4087ac31dd6900468aee85c31a03bb1900d6f48eeeeb1d14c1eff,dev_slab
nomad-BMoyqNd6y06X,slab,Ru16C4O34H3,3870720,57,9463.147097112784,351.0000019292352,5.159488643170439e-08,0.0001253597003207,4.328144065368633e-09,2,5.166997354497355e-07,3.59,269154ef38d0204a62c720cd11cb37a12cf2e8a60cc119caf9c4751be1bd1ecf,dev_slab
nomad-CHORxT-fP4dV,slab,Ga10N11H1,1474560,22,6574.188957403112,185.7500035582925,3.7115795038340785e-08,0.0005955879181804,1.7837903598660887e-08,407,0.0002760145399305,1.23,b7de81180213160389ca3727f876280addfcd9ca427dc2ac64d3ab51cbff6608,dev_slab
nomad-E0rr8BI_hRlR,slab,Ru16C3O34H1,3870720,54,9432.40869979916,345.0000001474864,5.1752422563070354e-08,3.95019306154154e-09,3.95019306154154e-09,0,0.0,3.71,258bf2d36e4ea37b3ea7902482eb27c8de73fcdbbd3822e277b1a95a4b17dd16,dev_slab
nomad-Ek0B30z0bVyP,slab,Ru16C4O34H3,3870720,57,9432.68484139278,350.99999920878014,5.174030599606834e-08,4.3672923055737556e-09,4.3672923055737556e-09,0,0.0,3.58,df59e97c71276bc64fbac23d3c1903e4bf28dc541f50d194a9725d26de8e52fe,dev_slab
nomad-FPTBoTAPMQA8,slab,Ga15N15H2H1,2073600,33,11775.606522139438,272.7500027791642,4.145752478806887e-08,1.00016279702686e-08,1.00016279702686e-08,0,0.0,1.94,3abb9c116ef20e5ea9a834f6103494801849e81f4cde71bbb03f272d78c03865,dev_slab
nomad-FVlJ8rpkyGT5,slab,Ga15N15,2073600,30,11771.435102557272,270.00001077275675,4.1478587411245747e-08,6.813891673118633e-09,6.813891673118633e-09,0,0.0,1.87,98fecdbc893b109d43e288b03ac1e3853fedd9f67a6f920c4326518c5f923a17,dev_slab
nomad-M8BV9zowas8w,slab,H4C1O31Ru16,3870720,52,9312.782771925877,322.0000022833677,5.2406462387311706e-08,4.389400842796931e-09,4.389400842796931e-09,0,0.0,3.86,c14b56510ee67cedceb4b59c27d9d1c4c84c810578910f19bc1575ab03833559,dev_slab
nomad-MgLl-OZz9clr,slab,Ga2N2,165888,4,730.3511014201999,36.00000304606156,4.1717307167991175e-08,2.757426958055476e-05,4.850555512803112e-09,3,1.808449074074074e-05,0.18,e95f90d39c3e895030c249b30ea51c6a3f9edfd26708246ad205e2c24f99ded7,dev_slab
nomad-Q4xDULo89hwd,slab,Ga22N22,3265920,44,17279.13714267234,396.0000019600987,5.6477067711500815e-08,9.423414937259622e-09,9.423414937259622e-09,0,0.0,3.07,49f6a7e3ef727450a7cd14da8e5dda22a4fd4132d85141159d4a64561bafec36,dev_slab
nomad-SzuB_oB4XzfT,slab,Ga22N22H2H2,3265920,48,17270.300843211375,400.0000014021368,5.647701259455176e-08,4.457149316294817e-09,4.457149316294817e-09,0,0.0,3.25,feefb6ea8e8759aa15514fe82fab305984cbdc22acfd6f799b075d1036e91aec,dev_slab
nomad-VNlX3_0OCG9w,slab,Ga11N10H1,1474560,22,6580.167846176227,194.2500078530208,3.7099167610943514e-08,0.0006216519683484,1.524827553112118e-08,411,0.0002787272135416,1.12,825bdac264f58a5e0d757457b2d24e2cc895a063ce847f929837e26f14d315aa,dev_slab
nomad-VyA9ivUfcKNR,slab,H3C1O32Ru16,3870720,52,9304.4636570716,327.0000014200819,5.2441227907926095e-08,3.940941795121944e-09,3.940941795121944e-09,0,0.0,3.76,c56b99bb63e365f5b797f84f89be3f3bbf6b44e4dba57367ea58f24b7d47a12b,dev_slab
nomad-WjYAcipcgiRI,slab,Ga16N14H2,1720320,32,10346.46521155786,280.4999956812481,4.717794827976116e-08,1.069736654812914e-08,1.069736654812914e-08,0,0.0,1.79,4db48bc75b5bc11c7aeb8b50780ec275fba42aa32ed4fb82bceb16f56d46acf0,dev_slab
nomad-Z7Uu-1P6k4r9,slab,Ru16C4O34H4,3870720,58,9420.53052910922,352.0000005444381,5.182563742700911e-08,3.405136617118387e-09,3.405136617118387e-09,0,0.0,3.72,0cc9d91d418b8bc719b318d63b2520d3a49425ab837546d53efb84293fb4bf7a,dev_slab
nomad-ZvTQv6REajO4,slab,H1C1O32Ru16,3870720,50,9433.63134979054,325.0000010779868,5.1749690144186174e-08,3.0063384643952418e-06,4.809852960363514e-09,1,2.5834986772486774e-07,3.5,b038650f165d874a57ae88373bedf2bd47a2cbed95101a7321aea78d55bb4cf7,dev_slab
