material_id,stratum,domain,stability_floor_a1_e,n_seeds,floor_min_over_seeds_e,stability_floor_a_e,threshold_e,status,reason,status_under_protocol_a
mp-567394,dev_bulk,bulk,0.007456349,5,0.006235781,0.003347966,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.456e-03 >= threshold 0.001,NON_EVALUABLE_BADER_UNSTABLE
mp-567394,dev_bulk,bulk,0.007456349,5,0.006235781,0.003347966,0.01,ELIGIBLE,,ELIGIBLE
mp-567699,dev_bulk,bulk,0.01895802,5,0.01164969,0.02136641,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.896e-02 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-567699,dev_bulk,bulk,0.01895802,5,0.01164969,0.02136641,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.896e-02 >= threshold 0.001,NON_EVALUABLE_BADER_UNSTABLE
mp-567699,dev_bulk,bulk,0.01895802,5,0.01164969,0.02136641,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.896e-02 >= threshold 0.01,NON_EVALUABLE_BADER_UNSTABLE
mp-569678,dev_bulk,bulk,0.004398236,5,0.001422814,0.0005138688,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.398e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-569678,dev_bulk,bulk,0.004398236,5,0.001422814,0.0005138688,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.398e-03 >= threshold 0.001,ELIGIBLE
mp-569678,dev_bulk,bulk,0.004398236,5,0.001422814,0.0005138688,0.01,ELIGIBLE,,ELIGIBLE
mp-569792,dev_bulk,bulk,0.005759661,5,0.001218513,1.062424e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.760e-03 >= threshold 0.0001,ELIGIBLE
mp-569792,dev_bulk,bulk,0.005759661,5,0.001218513,1.062424e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 5.760e-03 >= threshold 0.001,ELIGIBLE
mp-569792,dev_bulk,bulk,0.005759661,5,0.001218513,1.062424e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-606377,dev_bulk,bulk,0.0628422,5,0.04807736,8.228282e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.284e-02 >= threshold 0.0001,ELIGIBLE
mp-606377,dev_bulk,bulk,0.0628422,5,0.04807736,8.228282e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.284e-02 >= threshold 0.001,ELIGIBLE
mp-606377,dev_bulk,bulk,0.0628422,5,0.04807736,8.228282e-09,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.284e-02 >= threshold 0.01,ELIGIBLE
mp-614489,dev_bulk,bulk,0.001865654,5,0.0008425691,4.909634e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.866e-03 >= threshold 0.0001,ELIGIBLE
mp-614489,dev_bulk,bulk,0.001865654,5,0.0008425691,4.909634e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.866e-03 >= threshold 0.001,ELIGIBLE
mp-614489,dev_bulk,bulk,0.001865654,5,0.0008425691,4.909634e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-6145,dev_bulk,bulk,0.00103884,5,0.0004437464,0.000187892,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.039e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-6145,dev_bulk,bulk,0.00103884,5,0.0004437464,0.000187892,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.039e-03 >= threshold 0.001,ELIGIBLE
mp-6145,dev_bulk,bulk,0.00103884,5,0.0004437464,0.000187892,0.01,ELIGIBLE,,ELIGIBLE
mp-623043,dev_bulk,bulk,0.0002317603,5,5.129715e-05,5.981153e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.318e-04 >= threshold 0.0001,ELIGIBLE
mp-623043,dev_bulk,bulk,0.0002317603,5,5.129715e-05,5.981153e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-623043,dev_bulk,bulk,0.0002317603,5,5.129715e-05,5.981153e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-626794,dev_bulk,bulk,0.0001214287,5,1.838254e-05,1.292016e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.214e-04 >= threshold 0.0001,ELIGIBLE
mp-626794,dev_bulk,bulk,0.0001214287,5,1.838254e-05,1.292016e-08,0.001,ELIGIBLE,,ELIGIBLE
mp-626794,dev_bulk,bulk,0.0001214287,5,1.838254e-05,1.292016e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-631399,dev_bulk,bulk,2.610189e-08,5,9.696573e-09,2.972374e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-631399,dev_bulk,bulk,2.610189e-08,5,9.696573e-09,2.972374e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-631399,dev_bulk,bulk,2.610189e-08,5,9.696573e-09,2.972374e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-644443,dev_bulk,bulk,1.426886e-05,5,8.409556e-06,2.356097e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-644443,dev_bulk,bulk,1.426886e-05,5,8.409556e-06,2.356097e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-644443,dev_bulk,bulk,1.426886e-05,5,8.409556e-06,2.356097e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-6586,dev_bulk,bulk,0.007912467,5,0.007541981,4.356456e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.912e-03 >= threshold 0.0001,ELIGIBLE
mp-6586,dev_bulk,bulk,0.007912467,5,0.007541981,4.356456e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.912e-03 >= threshold 0.001,ELIGIBLE
mp-6586,dev_bulk,bulk,0.007912467,5,0.007541981,4.356456e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-675781,dev_bulk,bulk,0.0004606653,5,0.0001630307,1.327968e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.607e-04 >= threshold 0.0001,ELIGIBLE
mp-675781,dev_bulk,bulk,0.0004606653,5,0.0001630307,1.327968e-08,0.001,ELIGIBLE,,ELIGIBLE
mp-675781,dev_bulk,bulk,0.0004606653,5,0.0001630307,1.327968e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-676693,dev_bulk,bulk,2.159372e-05,5,1.018982e-05,2.062629e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-676693,dev_bulk,bulk,2.159372e-05,5,1.018982e-05,2.062629e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-676693,dev_bulk,bulk,2.159372e-05,5,1.018982e-05,2.062629e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-684706,dev_bulk,bulk,0.0001167381,5,1.655095e-05,1.900114e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.167e-04 >= threshold 0.0001,ELIGIBLE
mp-684706,dev_bulk,bulk,0.0001167381,5,1.655095e-05,1.900114e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-684706,dev_bulk,bulk,0.0001167381,5,1.655095e-05,1.900114e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-733522,dev_bulk,bulk,6.902954e-05,5,4.482637e-05,5.663136e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-733522,dev_bulk,bulk,6.902954e-05,5,4.482637e-05,5.663136e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-733522,dev_bulk,bulk,6.902954e-05,5,4.482637e-05,5.663136e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-733797,dev_bulk,bulk,0.08070573,5,0.03831259,4.714348e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.071e-02 >= threshold 0.0001,ELIGIBLE
mp-733797,dev_bulk,bulk,0.08070573,5,0.03831259,4.714348e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.071e-02 >= threshold 0.001,ELIGIBLE
mp-733797,dev_bulk,bulk,0.08070573,5,0.03831259,4.714348e-09,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.071e-02 >= threshold 0.01,ELIGIBLE
mp-7359,dev_bulk,bulk,0.0001160906,5,6.337939e-05,2.178368e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.161e-04 >= threshold 0.0001,ELIGIBLE
mp-7359,dev_bulk,bulk,0.0001160906,5,6.337939e-05,2.178368e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-7359,dev_bulk,bulk,0.0001160906,5,6.337939e-05,2.178368e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-744554,dev_bulk,bulk,0.0003469226,5,5.465912e-05,5.047857e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.469e-04 >= threshold 0.0001,ELIGIBLE
mp-744554,dev_bulk,bulk,0.0003469226,5,5.465912e-05,5.047857e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-744554,dev_bulk,bulk,0.0003469226,5,5.465912e-05,5.047857e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-752546,dev_bulk,bulk,0.002737909,5,0.002139301,1.434044e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.738e-03 >= threshold 0.0001,ELIGIBLE
mp-752546,dev_bulk,bulk,0.002737909,5,0.002139301,1.434044e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.738e-03 >= threshold 0.001,ELIGIBLE
mp-752546,dev_bulk,bulk,0.002737909,5,0.002139301,1.434044e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-752703,dev_bulk,bulk,0.00144369,5,0.0004496764,9.442829e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.444e-03 >= threshold 0.0001,ELIGIBLE
mp-752703,dev_bulk,bulk,0.00144369,5,0.0004496764,9.442829e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.444e-03 >= threshold 0.001,ELIGIBLE
mp-752703,dev_bulk,bulk,0.00144369,5,0.0004496764,9.442829e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-752866,dev_bulk,bulk,3.141221e-05,5,1.449425e-05,2.85163e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-752866,dev_bulk,bulk,3.141221e-05,5,1.449425e-05,2.85163e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-752866,dev_bulk,bulk,3.141221e-05,5,1.449425e-05,2.85163e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-753183,dev_bulk,bulk,0.002867246,5,0.0008827115,3.403962e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.867e-03 >= threshold 0.0001,ELIGIBLE
mp-753183,dev_bulk,bulk,0.002867246,5,0.0008827115,3.403962e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.867e-03 >= threshold 0.001,ELIGIBLE
mp-753183,dev_bulk,bulk,0.002867246,5,0.0008827115,3.403962e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-753334,dev_bulk,bulk,5.214811e-05,5,1.565392e-05,6.319535e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-753334,dev_bulk,bulk,5.214811e-05,5,1.565392e-05,6.319535e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-753334,dev_bulk,bulk,5.214811e-05,5,1.565392e-05,6.319535e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-753392,dev_bulk,bulk,0.001041823,5,0.0006714411,1.170756e-08,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.042e-03 >= threshold 0.0001,ELIGIBLE
mp-753392,dev_bulk,bulk,0.001041823,5,0.0006714411,1.170756e-08,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.042e-03 >= threshold 0.001,ELIGIBLE
mp-753392,dev_bulk,bulk,0.001041823,5,0.0006714411,1.170756e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-753521,dev_bulk,bulk,0.01376501,5,0.00879856,5.4442e-06,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.377e-02 >= threshold 0.0001,ELIGIBLE
mp-753521,dev_bulk,bulk,0.01376501,5,0.00879856,5.4442e-06,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.377e-02 >= threshold 0.001,ELIGIBLE
mp-753521,dev_bulk,bulk,0.01376501,5,0.00879856,5.4442e-06,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.377e-02 >= threshold 0.01,ELIGIBLE
mp-753554,dev_bulk,bulk,0.0002752978,5,3.46001e-05,3.845896e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.753e-04 >= threshold 0.0001,ELIGIBLE
mp-753554,dev_bulk,bulk,0.0002752978,5,3.46001e-05,3.845896e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-753554,dev_bulk,bulk,0.0002752978,5,3.46001e-05,3.845896e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-754196,dev_bulk,bulk,0.001445976,5,0.001048034,0.0003615525,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.446e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-754196,dev_bulk,bulk,0.001445976,5,0.001048034,0.0003615525,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.446e-03 >= threshold 0.001,ELIGIBLE
mp-754196,dev_bulk,bulk,0.001445976,5,0.001048034,0.0003615525,0.01,ELIGIBLE,,ELIGIBLE
mp-756647,dev_bulk,bulk,0.02953772,5,0.0258418,6.819762e-06,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.954e-02 >= threshold 0.0001,ELIGIBLE
mp-756647,dev_bulk,bulk,0.02953772,5,0.0258418,6.819762e-06,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.954e-02 >= threshold 0.001,ELIGIBLE
mp-756647,dev_bulk,bulk,0.02953772,5,0.0258418,6.819762e-06,0.01,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.954e-02 >= threshold 0.01,ELIGIBLE
mp-757220,dev_bulk,bulk,0.0001726857,5,3.216804e-05,4.412707e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.727e-04 >= threshold 0.0001,ELIGIBLE
mp-757220,dev_bulk,bulk,0.0001726857,5,3.216804e-05,4.412707e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-757220,dev_bulk,bulk,0.0001726857,5,3.216804e-05,4.412707e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-758622,dev_bulk,bulk,0.0001616259,5,3.820856e-05,8.225422e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.616e-04 >= threshold 0.0001,ELIGIBLE
mp-758622,dev_bulk,bulk,0.0001616259,5,3.820856e-05,8.225422e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-758622,dev_bulk,bulk,0.0001616259,5,3.820856e-05,8.225422e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-759554,dev_bulk,bulk,0.006675707,5,0.005818018,5.272225e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.676e-03 >= threshold 0.0001,ELIGIBLE
mp-759554,dev_bulk,bulk,0.006675707,5,0.005818018,5.272225e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.676e-03 >= threshold 0.001,ELIGIBLE
mp-759554,dev_bulk,bulk,0.006675707,5,0.005818018,5.272225e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-760266,dev_bulk,bulk,7.206788e-05,5,1.684509e-05,4.677137e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-760266,dev_bulk,bulk,7.206788e-05,5,1.684509e-05,4.677137e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-760266,dev_bulk,bulk,7.206788e-05,5,1.684509e-05,4.677137e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-763177,dev_bulk,bulk,8.848192e-05,5,2.595616e-05,4.266535e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-763177,dev_bulk,bulk,8.848192e-05,5,2.595616e-05,4.266535e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-763177,dev_bulk,bulk,8.848192e-05,5,2.595616e-05,4.266535e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-7660,dev_bulk,bulk,0.001692306,5,0.001046799,9.833983e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.692e-03 >= threshold 0.0001,ELIGIBLE
mp-7660,dev_bulk,bulk,0.001692306,5,0.001046799,9.833983e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.692e-03 >= threshold 0.001,ELIGIBLE
mp-7660,dev_bulk,bulk,0.001692306,5,0.001046799,9.833983e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-766093,dev_bulk,bulk,0.0008389016,5,0.0005237347,0.0007807398,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.389e-04 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-766093,dev_bulk,bulk,0.0008389016,5,0.0005237347,0.0007807398,0.001,ELIGIBLE,,ELIGIBLE
mp-766093,dev_bulk,bulk,0.0008389016,5,0.0005237347,0.0007807398,0.01,ELIGIBLE,,ELIGIBLE
mp-768842,dev_bulk,bulk,0.0001415592,5,3.387773e-05,4.225257e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.416e-04 >= threshold 0.0001,ELIGIBLE
mp-768842,dev_bulk,bulk,0.0001415592,5,3.387773e-05,4.225257e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-768842,dev_bulk,bulk,0.0001415592,5,3.387773e-05,4.225257e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-768987,dev_bulk,bulk,0.0008829911,5,0.0004690141,0.001426419,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 8.830e-04 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-768987,dev_bulk,bulk,0.0008829911,5,0.0004690141,0.001426419,0.001,ELIGIBLE,,NON_EVALUABLE_BADER_UNSTABLE
mp-768987,dev_bulk,bulk,0.0008829911,5,0.0004690141,0.001426419,0.01,ELIGIBLE,,ELIGIBLE
mp-771133,dev_bulk,bulk,0.00267379,5,0.001104162,5.647042e-06,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.674e-03 >= threshold 0.0001,ELIGIBLE
mp-771133,dev_bulk,bulk,0.00267379,5,0.001104162,5.647042e-06,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.674e-03 >= threshold 0.001,ELIGIBLE
mp-771133,dev_bulk,bulk,0.00267379,5,0.001104162,5.647042e-06,0.01,ELIGIBLE,,ELIGIBLE
mp-771903,dev_bulk,bulk,0.0002049245,5,0.0001049107,7.436091e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.049e-04 >= threshold 0.0001,ELIGIBLE
mp-771903,dev_bulk,bulk,0.0002049245,5,0.0001049107,7.436091e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-771903,dev_bulk,bulk,0.0002049245,5,0.0001049107,7.436091e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-771968,dev_bulk,bulk,6.032912e-05,5,2.058821e-05,5.643085e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-771968,dev_bulk,bulk,6.032912e-05,5,2.058821e-05,5.643085e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-771968,dev_bulk,bulk,6.032912e-05,5,2.058821e-05,5.643085e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-772185,dev_bulk,bulk,4.044438e-05,5,2.585558e-05,1.359053e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-772185,dev_bulk,bulk,4.044438e-05,5,2.585558e-05,1.359053e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-772185,dev_bulk,bulk,4.044438e-05,5,2.585558e-05,1.359053e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-773101,dev_bulk,bulk,0.0002180693,5,0.0001167562,0.0003740561,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.181e-04 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-773101,dev_bulk,bulk,0.0002180693,5,0.0001167562,0.0003740561,0.001,ELIGIBLE,,ELIGIBLE
mp-773101,dev_bulk,bulk,0.0002180693,5,0.0001167562,0.0003740561,0.01,ELIGIBLE,,ELIGIBLE
mp-776076,dev_bulk,bulk,7.013368e-05,5,1.776005e-05,2.923745e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-776076,dev_bulk,bulk,7.013368e-05,5,1.776005e-05,2.923745e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-776076,dev_bulk,bulk,7.013368e-05,5,1.776005e-05,2.923745e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-776331,dev_bulk,bulk,6.097211e-05,5,2.248183e-05,2.682762e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-776331,dev_bulk,bulk,6.097211e-05,5,2.248183e-05,2.682762e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-776331,dev_bulk,bulk,6.097211e-05,5,2.248183e-05,2.682762e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-779079,dev_bulk,bulk,0.0002473344,5,4.140337e-05,4.857349e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.473e-04 >= threshold 0.0001,ELIGIBLE
mp-779079,dev_bulk,bulk,0.0002473344,5,4.140337e-05,4.857349e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-779079,dev_bulk,bulk,0.0002473344,5,4.140337e-05,4.857349e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-782011,dev_bulk,bulk,0.0002086048,5,4.358257e-05,3.85627e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.086e-04 >= threshold 0.0001,ELIGIBLE
mp-782011,dev_bulk,bulk,0.0002086048,5,4.358257e-05,3.85627e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-782011,dev_bulk,bulk,0.0002086048,5,4.358257e-05,3.85627e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-849339,dev_bulk,bulk,0.0007145842,5,0.0003532279,4.585732e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 7.146e-04 >= threshold 0.0001,ELIGIBLE
mp-849339,dev_bulk,bulk,0.0007145842,5,0.0003532279,4.585732e-05,0.001,ELIGIBLE,,ELIGIBLE
mp-849339,dev_bulk,bulk,0.0007145842,5,0.0003532279,4.585732e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-864652,dev_bulk,bulk,0.0002955406,5,5.506387e-05,5.273852e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 2.955e-04 >= threshold 0.0001,ELIGIBLE
mp-864652,dev_bulk,bulk,0.0002955406,5,5.506387e-05,5.273852e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-864652,dev_bulk,bulk,0.0002955406,5,5.506387e-05,5.273852e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-864965,dev_bulk,bulk,8.326443e-05,5,1.659556e-05,2.006584e-09,0.0001,ELIGIBLE,,ELIGIBLE
mp-864965,dev_bulk,bulk,8.326443e-05,5,1.659556e-05,2.006584e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-864965,dev_bulk,bulk,8.326443e-05,5,1.659556e-05,2.006584e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-865006,dev_bulk,bulk,0.001434908,5,0.0002501471,9.250101e-05,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.435e-03 >= threshold 0.0001,ELIGIBLE
mp-865006,dev_bulk,bulk,0.001434908,5,0.0002501471,9.250101e-05,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.435e-03 >= threshold 0.001,ELIGIBLE
mp-865006,dev_bulk,bulk,0.001434908,5,0.0002501471,9.250101e-05,0.01,ELIGIBLE,,ELIGIBLE
mp-865801,dev_bulk,bulk,0.006390388,5,0.002440204,9.631117e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.390e-03 >= threshold 0.0001,ELIGIBLE
mp-865801,dev_bulk,bulk,0.006390388,5,0.002440204,9.631117e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 6.390e-03 >= threshold 0.001,ELIGIBLE
mp-865801,dev_bulk,bulk,0.006390388,5,0.002440204,9.631117e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-887511,dev_bulk,bulk,0.0001522219,5,2.630969e-05,4.34158e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.522e-04 >= threshold 0.0001,ELIGIBLE
mp-887511,dev_bulk,bulk,0.0001522219,5,2.630969e-05,4.34158e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-887511,dev_bulk,bulk,0.0001522219,5,2.630969e-05,4.34158e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-8881,dev_bulk,bulk,1.457527e-05,5,2.016086e-06,1.475033e-10,0.0001,ELIGIBLE,,ELIGIBLE
mp-8881,dev_bulk,bulk,1.457527e-05,5,2.016086e-06,1.475033e-10,0.001,ELIGIBLE,,ELIGIBLE
mp-8881,dev_bulk,bulk,1.457527e-05,5,2.016086e-06,1.475033e-10,0.01,ELIGIBLE,,ELIGIBLE
mp-9437,dev_bulk,bulk,7.969394e-05,5,4.676185e-05,1.633978e-08,0.0001,ELIGIBLE,,ELIGIBLE
mp-9437,dev_bulk,bulk,7.969394e-05,5,4.676185e-05,1.633978e-08,0.001,ELIGIBLE,,ELIGIBLE
mp-9437,dev_bulk,bulk,7.969394e-05,5,4.676185e-05,1.633978e-08,0.01,ELIGIBLE,,ELIGIBLE
mp-975795,dev_bulk,bulk,0.003286345,5,0.0004967464,0.0001062391,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.286e-03 >= threshold 0.0001,NON_EVALUABLE_BADER_UNSTABLE
mp-975795,dev_bulk,bulk,0.003286345,5,0.0004967464,0.0001062391,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 3.286e-03 >= threshold 0.001,ELIGIBLE
mp-975795,dev_bulk,bulk,0.003286345,5,0.0004967464,0.0001062391,0.01,ELIGIBLE,,ELIGIBLE
mp-976076,dev_bulk,bulk,0.001130382,5,0.0004328005,7.119578e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.130e-03 >= threshold 0.0001,ELIGIBLE
mp-976076,dev_bulk,bulk,0.001130382,5,0.0004328005,7.119578e-09,0.001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 1.130e-03 >= threshold 0.001,ELIGIBLE
mp-976076,dev_bulk,bulk,0.001130382,5,0.0004328005,7.119578e-09,0.01,ELIGIBLE,,ELIGIBLE
mp-977372,dev_bulk,bulk,0.0004230077,5,0.0003224385,3.355407e-09,0.0001,NON_EVALUABLE_BADER_UNSTABLE,A.1 floor 4.230e-04 >= threshold 0.0001,ELIGIBLE
mp-977372,dev_bulk,bulk,0.0004230077,5,0.0003224385,3.355407e-09,0.001,ELIGIBLE,,ELIGIBLE
mp-977372,dev_bulk,bulk,0.0004230077,5,0.0003224385,3.355407e-09,0.01,ELIGIBLE,,ELIGIBLE
