caliper_dex,codec_a,codec_b,material_id,corpus,n_pairs,n_jointly_eligible_cert_pairs,material_error_ratio_a_over_b,material_compression_ratio_a_over_b,material_linf_ratio_a_over_b,material_rmse_ratio_a_over_b,material_certification_difference_pp
0.1,SZ3,SPERR,mp-754196,dev_bulk,4,4,0.9559742120544397,25.759648656971567,1.0000236996012646,0.9429624302090089,-25.0
0.1,SZ3,SPERR,mp-756647,dev_bulk,4,0,1.0183944802434255,6.964524895355177,1.0000044903152014,1.2239348684245093,
0.1,SZ3,SPERR,mp-757220,dev_bulk,4,4,1.6616285441270051,6.0612169954688895,1.0000089834663988,1.1921034729317066,-25.0
0.1,SZ3,SPERR,mp-758622,dev_bulk,1,1,0.9076566102659794,10.932084401498718,0.9999686794858839,1.0459156619545598,0.0
0.1,SZ3,SPERR,mp-759554,dev_bulk,5,5,1.3505391041291315,7.765541597746879,1.0000190115403451,1.0362954179033774,0.0
0.1,SZ3,SPERR,mp-760266,dev_bulk,5,5,1.03290172583256,8.081126047663307,1.0000062872026283,1.1696571095310466,0.0
0.1,SZ3,SPERR,mp-763177,dev_bulk,2,2,0.9920748002392406,5.186496878509545,1.0000089270857915,1.2253206862782275,0.0
0.1,SZ3,SPERR,mp-766093,dev_bulk,4,4,1.028258388119676,6.201171718244985,1.0000089040551985,1.1924440535049943,25.0
0.1,SZ3,SPERR,mp-768842,dev_bulk,4,4,0.8531144361806284,6.783022457203116,1.0000063159009809,1.1534137655954095,25.0
0.1,SZ3,SPERR,mp-768987,dev_bulk,4,4,0.9323789781324789,5.6505971216414705,1.0000188142287927,1.1145490822290953,0.0
0.1,SZ3,SPERR,mp-771133,dev_bulk,6,6,0.9659101957697077,8.837806459436255,1.0000055546513655,1.1087125044443307,16.666666666666668
0.1,SZ3,SPERR,mp-771968,dev_bulk,3,3,2.013416101691024,4.931764173362001,0.99999919704891,1.219430828781076,0.0
0.1,SZ3,SPERR,mp-772185,dev_bulk,4,4,0.6974256168099631,6.369263303926501,1.0000048784070268,1.0947387033840308,25.0
0.1,SZ3,SPERR,mp-776076,dev_bulk,4,4,0.8544769951244362,9.752859167141025,1.0000122397448787,1.0177111261117473,0.0
0.1,SZ3,SPERR,mp-776331,dev_bulk,3,3,1.0270707996970063,12.810377292698234,1.0000181648856945,1.018117544759816,0.0
0.1,SZ3,SPERR,mp-782011,dev_bulk,5,5,0.870952575164311,12.535349277180284,1.00000755201567,1.0263098742432468,0.0
0.1,SZ3,SPERR,mp-849339,dev_bulk,3,3,0.8804405254179675,5.805139313373489,1.0000011291482298,1.2173431187853774,33.333333333333336
0.1,SZ3,SPERR,mp-864652,dev_bulk,4,4,0.9136454572165759,8.778043008574056,1.0000077167682564,1.1214402328899657,0.0
0.1,SZ3,SPERR,mp-887511,dev_bulk,4,4,1.1866302000207516,4.983005044622839,1.0000114567710918,1.2256722053073095,-25.0
0.1,SZ3,SPERR,mp-985702,dev_bulk,3,3,1.135406351816903,6.667656743832013,1.0000117744361117,1.0593967975591965,0.0
0.1,SZ3,SPERR,mp-998512,dev_bulk,5,5,0.8576509573255425,8.45077269694749,1.0000030449174127,1.1274809314643643,0.0
0.1,SZ3,SPERR,nomad---3hBedCnC_e,dev_slab,5,5,0.7751965821934871,6.407415322841784,1.0000028072924803,1.1249762984158895,20.0
0.1,SZ3,SPERR,nomad--1YLlCXKIJKj,dev_slab,6,0,0.8702223385077056,12.196213024869213,1.0000053646857696,1.0498428194326415,
0.1,SZ3,SPERR,nomad--33WrhYeNt5f,dev_slab,3,3,0.8435224688735993,7.023706989786489,1.0000091561386333,1.140189582978834,0.0
0.1,SZ3,SPERR,nomad--5wLHf6mG5_K,dev_slab,4,0,1.002365696040163,8.306915700853263,1.000006162383117,0.979322546678552,
0.1,SZ3,SPERR,nomad--MeUbDBN9nIW,dev_slab,3,3,1.3526234956433054,3.198592744307596,1.0000121786126133,1.0927091983845016,-33.333333333333336
0.1,SZ3,SPERR,nomad--O7C25L6mxPu,dev_slab,8,8,0.8891836019013929,5.046833580615825,1.0000093452895396,1.084392801930308,12.5
0.1,SZ3,SPERR,nomad--g_dRNdo_53Q,dev_slab,3,3,0.739087343860717,5.892759236437716,1.0000007542797464,1.1301155563590908,0.0
0.1,SZ3,SPERR,nomad--kEaPn7WzevZ,dev_slab,8,8,0.6919601651675309,5.250810585668101,1.0000049911754256,1.081319440328264,12.5
0.1,SZ3,SPERR,nomad--maT57oivXnQ,dev_slab,8,8,0.8868321117591105,3.8346754342112384,1.0000042634271546,1.1011960142117108,12.5
0.1,SZ3,SPERR,nomad--ydxPkR4Tatz,dev_slab,7,7,0.600010523224808,5.136382935463811,1.0000034389164998,1.0516359168789144,14.285714285714286
0.1,SZ3,SPERR,nomad-0-ostsntWIk9,dev_slab,3,3,0.3398156915851096,6.446403251827744,1.0000091745094575,0.9355776055799971,33.333333333333336
0.1,SZ3,SPERR,nomad-064_5lUOyDQI,dev_slab,9,9,0.6074109725629718,5.921766804823057,1.0000081435021586,1.0451191936034454,11.11111111111111
0.1,SZ3,SPERR,nomad-0HydAdmxidgt,dev_slab,5,5,0.8789724219288191,8.914166872174267,1.0000045458802613,1.0497967554063106,0.0
0.1,SZ3,SPERR,nomad-0J594sjoAqDW,dev_slab,8,8,0.678267326506196,4.800583333497694,1.000005316346207,1.0845317896164357,12.5
0.1,SZ3,SPERR,nomad-0JxkdxfFTtnZ,dev_slab,8,8,0.5838207014337976,4.169518636007933,1.0000099485216438,1.0894964319551481,12.5
0.1,SZ3,SPERR,nomad-0kvBRPSc8RU6,dev_slab,3,3,0.9202601014475998,4.541341359663683,1.0000052545311489,1.1540444302721429,0.0
0.1,SZ3,SPERR,nomad-0pSeEEz7rc0X,dev_slab,3,3,0.8252401024859533,8.076404723303536,1.000009942933348,1.038188899622029,0.0
0.1,SZ3,SPERR,nomad-0xMhYZKiiVKL,dev_slab,7,7,0.5647187138001071,5.1323078024219635,1.0000087440620837,1.0394244474021241,14.285714285714286
0.1,SZ3,SPERR,nomad-19wSfSWChOSI,dev_slab,8,8,1.4054644384611883,6.005763197762614,1.000010012690169,1.0212972640412934,0.0
0.1,SZ3,SPERR,nomad-1CIlfNcWTE4X,dev_slab,8,8,1.2363781945882424,3.7977807958689804,1.000003947705687,1.073659128182105,12.5
0.1,SZ3,SPERR,nomad-1DBJPWgjPfWO,dev_slab,3,3,1.2394762516342643,6.909776636277178,1.0000078244690684,1.1241383458750032,0.0
0.1,SZ3,SPERR,nomad-1Few3hG0Dkat,dev_slab,7,7,0.8852470719459199,5.149857921073424,1.0000034374091966,1.0718612622732404,14.285714285714286
0.1,SZ3,SPERR,nomad-1iTKfRU16qFo,dev_slab,1,1,1.7851218815855767,5.882780473218678,1.0000123911183199,0.9076246283388515,0.0
0.1,SZ3,SPERR,nomad-1sSuZTi8blPO,dev_slab,1,1,11.227003797531598,3.01762930462908,1.0000066023107184,1.1820028925512485,0.0
0.1,SZ3,SPERR,nomad-1urv55npagDc,dev_slab,8,8,0.6312025779823862,3.8027924174622205,1.0000097725444155,1.0910285028672877,12.5
0.1,SZ3,SPERR,nomad-1xNwoQ8q8XXI,dev_slab,8,8,0.7509233499126092,4.88024669715167,1.0000080769848487,1.1137847997103378,0.0
0.1,SZ3,SPERR,nomad-28WEed2y6N1X,dev_slab,1,1,0.0511648618472611,5.8739151110923835,1.0000120753299193,0.9087520213985119,0.0
0.1,SZ3,SPERR,nomad-2C9dg1L8liw7,dev_slab,3,3,1.7680429900628016,3.355453753540054,1.0000061646351257,1.0733160809074296,0.0
0.1,SZ3,SPERR,nomad-2iwRdQb9gzT1,dev_slab,3,3,0.5439865949839546,6.071471309306521,1.0000087991853233,1.1014364749787566,0.0
0.1,SZ3,SPERR,nomad-3Rqsfa2-hyu7,dev_slab,7,7,1.281330255599365,4.204778534694413,1.0000030093965377,1.1370042314592328,-28.571428571428573
0.1,SZ3,SPERR,nomad-3ermMygSkKxT,dev_slab,8,8,1.1237245970155512,3.682262625291611,1.00000361166224,1.1136090541946275,0.0
0.1,SZ3,SPERR,nomad-4BR68d4gtTyq,dev_slab,8,8,0.7514315446828115,4.108432965466241,1.0000077048929008,1.0708988855392705,12.5
0.1,SZ3,SPERR,nomad-4CA6DwNaypkT,dev_slab,4,0,1.010801416167724,8.117217934114127,1.000007847026014,1.114206952841399,
0.1,SZ3,SPERR,nomad-4TmN2lwz6DHx,dev_slab,7,7,1.032112477140243,3.4286928155327243,1.0000088830445724,1.1111350796329746,-14.285714285714286
0.1,SZ3,SPERR,nomad-4U-g_t9kIPQS,dev_slab,2,2,3.7178312796707926,4.257495828484449,1.0000044557390204,1.16519674005048,-50.0
0.1,SZ3,SPERR,nomad-4hOaTvLmAUuc,dev_slab,3,3,0.8928879199636823,9.593005613902212,1.0000089639147594,0.935965047558601,0.0
0.1,SZ3,SPERR,nomad-4khM-ZQ6rM_L,dev_slab,7,7,0.9631982009975346,4.939705786909867,1.0000075564274427,1.103197247318381,0.0
0.1,SZ3,SPERR,nomad-5HCYH3PtBIoR,dev_slab,1,1,1.9177194970322449,6.763652721547459,1.000012164175885,1.1305391684540371,0.0
0.1,SZ3,SPERR,nomad-5_7vAQzUevH0,dev_slab,2,0,0.4261296995104497,10.853755416183512,1.0000038744814996,0.8288062973217946,
0.1,SZ3,SPERR,nomad-61GFUgm3lTUg,dev_slab,5,5,0.783089207173855,6.673208483273584,1.000006142210913,1.1163382486364055,0.0
0.1,SZ3,SPERR,nomad-6o4AmsigmNP5,dev_slab,5,5,0.6932498843162896,6.6165419410741375,1.0000104044870177,1.1073263174308985,20.0
0.1,SZ3,SPERR,nomad-6x45-ylTvOvZ,dev_slab,9,9,0.8813993309157516,3.7176282324100716,1.0000126794645383,1.165863385931738,0.0
0.1,SZ3,SPERR,nomad-7OdXN2bFHmUg,dev_slab,8,8,0.9370116966816148,4.216517338764805,1.000002128714048,1.1324616091174085,0.0
0.1,SZ3,SPERR,nomad-8Hl4JATTj5Fp,dev_slab,8,8,0.6707445157967293,4.908785161356109,1.0000047946909596,1.1208840908364095,-12.5
0.1,SZ3,SPERR,nomad-8ZPelCNdN_TR,dev_slab,3,3,0.8544669646578499,7.8939411140256,1.0000074313620455,1.014187615336823,-33.333333333333336
0.1,SZ3,SPERR,nomad-8eTSyDPSGSwy,dev_slab,9,9,0.8997275925761576,3.7167165357317837,1.0000055700307051,1.124921600366041,11.11111111111111
0.1,SZ3,SPERR,nomad-8tU1rEspJ26T,dev_slab,1,0,1.4352871170869916,2.15122102483574,1.0000095267235132,1.2294539564211613,
0.1,SZ3,SPERR,nomad-9jQMkfdCbgX_,dev_slab,4,0,0.9610888654448695,8.416442819871273,1.000003339109303,1.0618506461877149,
0.1,SZ3,SPERR,nomad-9xtsrVZD5SSK,dev_slab,8,8,1.009163571187423,3.355116234698188,1.000005474326108,1.130371254288663,12.5
0.1,SZ3,SPERR,nomad-A5zDMCxBBUYc,dev_slab,3,3,0.9185490945935783,8.142168186084625,1.0000074566570731,0.9903568848556769,33.333333333333336
0.1,SZ3,SPERR,nomad-AUrOZMeLzRg5,dev_slab,7,7,0.8246972090266318,3.8898201248277133,1.0000092122239315,1.1772712698921963,0.0
0.1,SZ3,SPERR,nomad-BMoyqNd6y06X,dev_slab,5,5,1.003469121133357,6.446148727187553,1.000009799895596,1.1208415293736436,0.0
0.1,SZ3,SPERR,nomad-BbyKgzzvPkrI,dev_slab,5,5,0.9603435986395762,7.116801814740347,1.0000066524681828,1.0665589092691388,0.0
0.1,SZ3,SPERR,nomad-BiuRBghVF7ns,dev_slab,4,0,0.9203137284424441,10.207193997664536,1.0000104305538924,0.9447878581833518,
0.1,SZ3,SPERR,nomad-CHORxT-fP4dV,dev_slab,9,9,0.7917874232427115,3.9029370200662186,1.0000075053302917,1.1367400990333056,11.11111111111111
0.1,SZ3,SPERR,nomad-E0rr8BI_hRlR,dev_slab,9,9,0.9755431914573679,3.963625987105103,1.0000054063475836,1.123778059412055,11.11111111111111
0.1,SZ3,SPERR,nomad-Ek0B30z0bVyP,dev_slab,9,9,0.8183719011091612,3.7643289537521785,1.0000040094196951,1.1608364722131346,0.0
0.1,SZ3,SPERR,nomad-FPTBoTAPMQA8,dev_slab,8,8,1.1020281094420945,3.917987901821426,1.0000078764381102,1.091570734913902,12.5
0.1,SZ3,SPERR,nomad-FVlJ8rpkyGT5,dev_slab,8,8,0.87469154348383,4.061078448704914,1.0000077736235826,1.043790220542492,12.5
0.1,SZ3,SPERR,nomad-M8BV9zowas8w,dev_slab,8,8,1.0188900334511282,3.66335261188085,1.0000081423061824,1.1245709797817949,12.5
0.1,SZ3,SPERR,nomad-MgLl-OZz9clr,dev_slab,3,3,1.4340859549443432,3.165789718755821,1.0000495682284245,1.2266222859472244,0.0
0.1,SZ3,SPERR,nomad-Q4xDULo89hwd,dev_slab,8,8,0.8730357100693985,4.086846236261556,1.0000051570029003,1.0965955708388417,12.5
0.1,SZ3,SPERR,nomad-SzuB_oB4XzfT,dev_slab,7,7,0.6486684314879461,4.3929868458986485,1.0000087178027797,1.0517653144884151,0.0
0.1,SZ3,SPERR,nomad-VNlX3_0OCG9w,dev_slab,8,8,1.1681849557273627,3.4216652244553325,1.0000117602789975,1.1772015301173724,-12.5
0.1,SZ3,SPERR,nomad-VyA9ivUfcKNR,dev_slab,9,9,1.1450716987520664,3.9482964829917164,1.0000065679176726,1.1005652466630396,0.0
0.1,SZ3,SPERR,nomad-WjYAcipcgiRI,dev_slab,8,8,0.9345474012045994,3.509810209592836,1.0000102934133868,1.1537396685027235,12.5
0.1,SZ3,SPERR,nomad-Z7Uu-1P6k4r9,dev_slab,9,9,0.8003819886373198,3.7883898174354846,1.000004560754848,1.1586354177334235,0.0
0.1,SZ3,SPERR,nomad-ZvTQv6REajO4,dev_slab,8,8,0.9013361885042411,3.6873575657532913,1.0000088703621084,1.1189838942728914,12.5
0.2,ZFP,SZ3,mp-1194734,dev_bulk,1,1,1.414117336512,0.291598152748137,1.5425142039305524,0.6333759913756812,0.0
0.2,ZFP,SZ3,mp-1197354,dev_bulk,1,1,0.47096714697335984,0.1499971222193444,1.4867554643508794,0.6509246041947059,0.0
0.2,ZFP,SZ3,mp-32108,dev_bulk,1,1,0.9233034857314258,0.31744891875779097,1.349464585532247,0.6691524630728436,0.0
0.2,ZFP,SZ3,mp-3612,dev_bulk,1,1,0.6298379058695629,0.400727628761411,1.571924477150693,0.6426886644245889,0.0
0.2,ZFP,SZ3,mp-37888,dev_bulk,1,1,0.853633485982833,0.25657047843810343,1.5392325398439133,0.6543682201527631,0.0
0.2,ZFP,SZ3,mp-557569,dev_bulk,1,1,0.5840497264959377,0.19022547828727607,1.4447131011760388,0.633091568664993,100.0
0.2,ZFP,SZ3,mp-567278,dev_bulk,1,0,0.3126010690392854,0.3392857142857143,1.5477203028488304,0.6560843915694873,
0.2,ZFP,SZ3,mp-7359,dev_bulk,1,1,0.7919678528563481,0.31119518311173316,1.4947854526783129,0.6398722408474465,0.0
0.2,ZFP,SPERR,mp-1007755,dev_bulk,1,1,0.5100896490496755,2.5336966303369666,1.5356444505400584,0.6844675473729556,0.0
0.2,ZFP,SPERR,mp-1009084,dev_bulk,4,4,0.8957227685495429,0.3304235924876071,1.28051924395859,0.8426043191133371,0.0
0.2,ZFP,SPERR,mp-1025517,dev_bulk,1,1,0.5615904392164587,2.7229971890372453,1.5515313858936437,0.7043438242527021,0.0
0.2,ZFP,SPERR,mp-1036731,dev_bulk,3,3,0.98294434667688,0.2905261600717708,1.2505092267664815,0.848212274326594,0.0
0.2,ZFP,SPERR,mp-1044463,dev_bulk,1,1,0.8040218466972241,2.8306032203091025,1.4798004316277116,0.6344878307614128,0.0
0.2,ZFP,SPERR,mp-1065204,dev_bulk,4,4,1.2853177823552138,0.2539178431432031,1.3163682120541853,0.9347653854414687,0.0
0.2,ZFP,SPERR,mp-1069461,dev_bulk,3,3,3.5709391550676064,0.2236154455837916,1.2176676932056831,1.0187713198257815,-33.333333333333336
0.2,ZFP,SPERR,mp-1077125,dev_bulk,3,3,1.1193352303338469,0.24995892811507422,0.9853574001977038,1.0648032319979892,33.333333333333336
0.2,ZFP,SPERR,mp-1077596,dev_bulk,3,0,1.4266439618055946,0.22953487369600828,1.1095747879474358,0.9912108175080788,
0.2,ZFP,SPERR,mp-1103974,dev_bulk,7,7,1.3438589371439769,0.2921961905353758,1.2121920249582554,1.0131611099763134,-14.285714285714286
0.2,ZFP,SPERR,mp-1111338,dev_bulk,4,4,1.3644539579998263,0.36918643672971885,1.409865024193661,0.9117098148049964,-25.0
0.2,ZFP,SPERR,mp-1112138,dev_bulk,5,5,1.2222606241838192,0.2969350368488462,1.2909141765186893,1.0162307719341366,0.0
0.2,ZFP,SPERR,mp-1114492,dev_bulk,3,3,0.8025735598977348,0.2540041545883609,1.195255335241032,1.0005258878390744,0.0
0.2,ZFP,SPERR,mp-11419,dev_bulk,3,0,0.22507532166476413,0.41933994212179054,1.524968128025135,1.0255300940320928,
0.2,ZFP,SPERR,mp-1178256,dev_bulk,1,1,0.7685149984657038,2.7750573206681954,1.4853582489205248,0.6575926755025957,0.0
0.2,ZFP,SPERR,mp-1184653,dev_bulk,2,2,1.3124970645434686,2.6830449149291504,1.3548887416175093,0.6668358533062738,-50.0
0.2,ZFP,SPERR,mp-1187279,dev_bulk,4,4,1.5848520591074964,0.2717934327868909,1.129397045227951,0.9513856990106992,-25.0
0.2,ZFP,SPERR,mp-1187638,dev_bulk,4,4,0.9671494041200871,0.24640264563753286,1.3187082689469367,1.1766014315667708,0.0
0.2,ZFP,SPERR,mp-1188002,dev_bulk,6,6,1.27880885273246,0.3001066478238061,1.3555079536874073,0.9558990854433235,-16.666666666666668
0.2,ZFP,SPERR,mp-1192831,dev_bulk,1,1,0.6803618985623244,2.825083751152281,1.5711624953252066,0.6509687207451353,0.0
0.2,ZFP,SPERR,mp-1194734,dev_bulk,7,7,2.167780967438967,0.37642036634585535,1.2116070330931294,0.883641961228618,-14.285714285714286
0.2,ZFP,SPERR,mp-1197354,dev_bulk,2,2,0.8665252768696857,2.456700031016656,1.523772536834313,0.6905751766716898,0.0
0.2,ZFP,SPERR,mp-1205681,dev_bulk,4,4,0.7922132546358028,0.39691841758757906,1.42553819119669,0.8082524073153586,0.0
0.2,ZFP,SPERR,mp-1206294,dev_bulk,5,5,1.6166455828663773,0.24270994395052184,1.2757240542027328,0.9624106432349513,20.0
0.2,ZFP,SPERR,mp-1219705,dev_bulk,1,1,140.11995058627605,1.8919463960447567,1.5025018401570458,0.6373458543350798,0.0
0.2,ZFP,SPERR,mp-1222924,dev_bulk,1,1,1.0305341718807317,0.337815387108974,1.231145114885877,0.9295730112197439,0.0
0.2,ZFP,SPERR,mp-1223327,dev_bulk,1,0,0.5011664984653409,1.9562217539227134,1.1813177757135227,0.6358630093159241,
0.2,ZFP,SPERR,mp-1224859,dev_bulk,6,6,1.268024206167449,0.4545576746991906,1.36577344227928,0.9394616505488663,16.666666666666668
0.2,ZFP,SPERR,mp-1225264,dev_bulk,4,4,1.2798665200137929,0.29929282477067976,1.2344048140813757,0.9136853045683759,0.0
0.2,ZFP,SPERR,mp-1226636,dev_bulk,1,1,0.8564854121937957,2.236715043259838,1.572190798213651,0.6405111994949263,0.0
0.2,ZFP,SPERR,mp-1232323,dev_bulk,2,2,0.8646001398264453,0.345483216643756,1.3646274881876175,0.8638801439621984,50.0
0.2,ZFP,SPERR,mp-12406,dev_bulk,1,1,0.2819038370690137,2.8145201561648814,1.56311282463446,0.6468421295443696,0.0
0.2,ZFP,SPERR,mp-1246480,dev_bulk,1,1,0.4650659036678299,2.84151537606521,1.507227071370649,0.6658348819936702,0.0
0.2,ZFP,SPERR,mp-1247173,dev_bulk,2,2,0.43904758868287663,0.22612878617086726,1.1829172536070687,0.9816379590704931,0.0
0.2,ZFP,SPERR,mp-1261118,dev_bulk,2,2,0.6283563590887377,0.48978250657437294,1.5240513444356438,0.737800784790744,50.0
0.2,ZFP,SPERR,mp-1303576,dev_bulk,2,2,1.7935275996143878,1.0974615818101388,1.2674402089669243,0.7441534393858164,50.0
0.2,ZFP,SPERR,mp-1388393,dev_bulk,4,4,1.1814873907070855,0.3238888624453697,1.315406701663206,0.9678002420423855,0.0
0.2,ZFP,SPERR,mp-1666665,dev_bulk,6,6,1.179124884246938,0.3316902638192103,1.3058275003999895,1.018769010008408,0.0
0.2,ZFP,SPERR,mp-1778,dev_bulk,5,5,0.6758378415746785,0.5250736738703339,1.4297400462263932,0.9258042848796821,20.0
0.2,ZFP,SPERR,mp-19133,dev_bulk,5,5,0.9276333389169779,0.2742906815020863,1.050565566283403,1.0335967080110993,0.0
0.2,ZFP,SPERR,mp-214,dev_bulk,6,6,1.0383166992131945,0.311378072696705,1.186204443856626,1.0099322721074708,16.666666666666668
0.2,ZFP,SPERR,mp-2217743,dev_bulk,1,1,0.8756454449230656,1.7231579768966594,1.5660304345869107,0.6609045488569828,0.0
0.2,ZFP,SPERR,mp-2227467,dev_bulk,2,2,0.7315862164543201,1.3571914001959264,1.3189843676633513,0.6750690847050346,0.0
0.2,ZFP,SPERR,mp-22490,dev_bulk,3,3,1.3070192036100876,0.24700017111323416,1.0920697964699597,0.9306313844808339,33.333333333333336
0.2,ZFP,SPERR,mp-2647013,dev_bulk,1,1,1.8827800669794108,2.4714185516394878,1.2011023364872575,0.6683338284004606,0.0
0.2,ZFP,SPERR,mp-28105,dev_bulk,4,4,1.4195544093621357,0.3056022847253155,1.2960545719546472,1.0433732591474414,-25.0
0.2,ZFP,SPERR,mp-3612,dev_bulk,1,1,0.4822983798382033,2.8500084526090377,1.5719214819503244,0.6690042141142561,0.0
0.2,ZFP,SPERR,mp-37888,dev_bulk,6,6,0.8713817545515041,0.2554491109870704,1.3897364313651608,1.0879555669586485,0.0
0.2,ZFP,SPERR,mp-435,dev_bulk,2,2,0.7198904379844963,0.3691335124612449,1.241859980898243,0.9344669515891371,0.0
0.2,ZFP,SPERR,mp-505574,dev_bulk,1,1,1.1617280150099805,0.4003921503001092,1.5072667244562632,0.8026809581487008,0.0
0.2,ZFP,SPERR,mp-557569,dev_bulk,1,1,0.7426975698748421,2.779870179167932,1.4447269648083891,0.6491580085126316,100.0
0.2,ZFP,SPERR,mp-567278,dev_bulk,5,0,0.704717644768704,0.28152887139107613,1.3185052678805786,0.9989484146907864,
0.2,ZFP,SPERR,mp-567394,dev_bulk,4,4,1.568774303159922,0.29790765064720803,1.3659752404685788,0.9853577461290113,0.0
0.2,ZFP,SPERR,mp-614489,dev_bulk,3,3,3.037771444985972,0.4186124694376528,1.355138212588807,0.9485538824914015,-33.333333333333336
0.2,ZFP,SPERR,mp-6145,dev_bulk,5,5,0.7081863804634482,0.2273891185867318,1.1374849768129276,1.0679297051321974,20.0
0.2,ZFP,SPERR,mp-631399,dev_bulk,4,4,1.713763957471906,0.3069959170749201,1.1470873449904881,0.9894651978566986,25.0
0.2,ZFP,SPERR,mp-644443,dev_bulk,1,1,0.49426098864172785,1.7452899140256768,1.5703601137945906,0.6457077183323116,0.0
0.2,ZFP,SPERR,mp-6586,dev_bulk,5,5,0.3661895197634305,0.3089355313394846,1.4875614029938795,1.0238016463379254,-20.0
0.2,ZFP,SPERR,mp-684706,dev_bulk,6,6,1.0568860841793912,0.37753004437480747,1.3040783105842997,0.8022467540227303,0.0
0.2,ZFP,SPERR,mp-7359,dev_bulk,1,1,0.49725524308866403,2.51243585257756,1.4947898140993705,0.6627439720055445,0.0
0.2,ZFP,SPERR,mp-752546,dev_bulk,2,2,1.3686442364515043,0.32306832388626366,1.1941222149675224,0.8330438407633095,-50.0
0.2,ZFP,SPERR,mp-752703,dev_bulk,2,2,1.1496843309303248,0.25555602048275095,1.0275954459291434,1.0762028451388654,0.0
0.2,ZFP,SPERR,mp-752866,dev_bulk,1,1,1.0379529738687043,1.7118823280832562,1.5821736823206562,0.6674303100414667,0.0
0.2,ZFP,SPERR,mp-753392,dev_bulk,1,1,0.7398127997078261,2.2318850091887636,1.4477836418480179,0.6951275185342007,0.0
0.2,ZFP,SPERR,mp-753554,dev_bulk,1,1,3.102908559109341,1.2041251181654622,1.2035691600986322,0.6313631796719789,0.0
0.2,ZFP,SPERR,mp-759554,dev_bulk,1,1,0.7858684515708575,2.833940625235689,1.4665430487860343,0.655823978708248,100.0
0.2,ZFP,SPERR,mp-763177,dev_bulk,2,2,1.452725475758612,2.286928715889602,1.5693092138548626,0.6749649527695916,0.0
0.2,ZFP,SPERR,mp-7660,dev_bulk,4,4,0.7838834476534029,0.29162017811815055,1.1951531875201207,1.1076455127496945,0.0
0.2,ZFP,SPERR,mp-771903,dev_bulk,2,2,1.9137846245715164,0.3219396068959785,1.3699566172486195,0.9828837498417692,0.0
0.2,ZFP,SPERR,mp-771968,dev_bulk,2,2,0.7525416794199691,2.302215990381081,1.5243782199917133,0.6808860759255547,0.0
0.2,ZFP,SPERR,mp-773101,dev_bulk,4,4,1.1167757565365877,0.3850362128037948,1.2666199814794628,0.7419122314057788,0.0
0.2,ZFP,SPERR,mp-776331,dev_bulk,1,1,0.4183249721120998,2.676887204896531,1.5471303277126351,0.6399286917179058,0.0
0.2,ZFP,SPERR,mp-779079,dev_bulk,2,2,0.9211116081131895,0.3373626798933871,1.2585504996720012,0.8315955642638979,0.0
0.2,ZFP,SPERR,mp-849339,dev_bulk,2,2,0.7505510573210281,2.3504496089011515,1.5532601805037076,0.6718083661271367,0.0
0.2,ZFP,SPERR,mp-864965,dev_bulk,4,4,14.66571418135725,0.4392927774575283,1.3555217077499353,0.7885230637530046,-25.0
0.2,ZFP,SPERR,mp-865006,dev_bulk,3,3,0.9397971066049546,0.28454883924660535,1.4484024398851523,1.2723654995560252,0.0
0.2,ZFP,SPERR,mp-865801,dev_bulk,2,2,2.2282424284500957,0.36130912936919846,1.2653270656828464,0.9490978817288501,-50.0
0.2,ZFP,SPERR,mp-8881,dev_bulk,1,1,1.059706739851866,3.2039426134721025,1.5518964440592882,0.6950278369212697,0.0
0.2,ZFP,SPERR,mp-9437,dev_bulk,6,6,1.1183126462544712,0.4371402460537245,1.4558664204134453,0.883812190152115,0.0
0.2,ZFP,SPERR,mp-975795,dev_bulk,2,2,1.6042078862329838,0.3073498761842541,1.1939459267814223,0.8707987391788458,0.0
0.2,ZFP,SPERR,mp-976076,dev_bulk,1,1,5.842227615352441,0.3088954612672051,1.410983669449263,0.9060377235837181,-100.0
0.2,ZFP,SPERR,mp-977372,dev_bulk,5,5,1.0926488756367032,0.28068240788790866,1.3655646170579103,1.1008246894012244,-20.0
0.2,ZFP,SPERR,mp-982725,dev_bulk,3,3,1.3334133726227326,0.32391507669285446,1.2732407219412074,0.7857321440585548,0.0
0.2,ZFP,SPERR,mp-998613,dev_bulk,4,4,1.2284380093577176,0.27531347084512575,1.2114802470185302,1.0357267079283015,0.0
0.2,ZFP,SPERR,mp-998744,dev_bulk,6,6,1.4054107985951942,0.2819004803474962,1.3267409466225708,1.0597182352746704,-16.666666666666668
0.2,ZFP,SPERR,mp-999450,dev_bulk,2,2,3.3376415613565484,0.17481112828710121,1.159190622026708,1.088819941747028,-50.0
0.2,ZFP,SPERR,nomad-MgLl-OZz9clr,dev_slab,1,1,0.8876148262384684,2.6178247734138975,1.5199768000169196,0.6639772164880396,0.0
0.2,SZ3,SPERR,mp-1007755,dev_bulk,4,4,1.1385128158170024,3.5466324889151206,1.0000113769423424,1.2752107572119118,-50.0
0.2,SZ3,SPERR,mp-1025517,dev_bulk,10,10,0.7193716470688711,2.8672306763472366,1.0000203059857515,1.3274259986425314,0.0
0.2,SZ3,SPERR,mp-1038991,dev_bulk,4,4,1.5282393950514979,6.89806003569369,1.000014621641983,1.086307840030978,-25.0
