material_id,domain,case_role,stability_floor_e,codec,relative_tolerance,compression_ratio,dq_total_max_e,dq_integrand_max_e,dq_domain_max_e,domain_share_of_total,atom_of_max_total,dq_total_at_that_atom,dq_integrand_at_that_atom,dq_domain_at_that_atom,frac_voxels_reassigned,linf,mean_signed_error
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,sperr,0.001,17.67797090040259,0.025570625472269626,0.00014986562323748842,0.025511154043892148,0.9976742286401257,17,0.025570625472269626,5.9471428377477764e-05,0.025511154043892148,0.1504314732142857,4.08268940898941,-0.0002658293229550121
nomad-4CA6DwNaypkT,slab,least_stable,1.027e-02,sperr,0.01,30.531255776787898,0.2635105264190081,0.002777726267002123,0.26550838922474895,1.0075817191551737,18,0.2635105264190081,-0.00199786280574088,0.26550838922474895,0.2532502232142857,40.826614794964556,0.007749043013395618
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,zfp,0.0001,24.81851232038779,0.01654002064650939,7.290159789619111e-06,0.01653572894908706,0.999740526477321,2,0.01654002064650939,4.291697422331708e-06,0.01653572894908706,0.0034910817625661375,0.06179982484374591,0.00013443177058113773
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,zfp,0.001,47.68423386798729,0.01666430118265083,0.00016191539920207276,0.016572687865565428,0.9944998772162585,9,0.01666430118265083,9.165570260982747e-05,0.016572645480041004,0.0043090174437830685,0.7274036199999898,0.0010201197046089156
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,zfp,0.01,85.26566217287866,0.02386317483443179,0.001640939723877466,0.024621937262317317,1.0317963738333227,6,0.02386317483443179,-0.0007587624278855287,0.024621937262317317,0.07110330894510582,4.798941400000103,-0.017621373350946642
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,sz3,0.0001,105.36585365853658,0.0214771066660564,0.0008889607403901323,0.02165953332616688,1.0084940054052438,2,0.0214771066660564,-0.0001824266601104796,0.02165953332616688,0.01501090236441799,0.4710526274872677,-0.025330712667785634
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,sz3,0.001,459.88980143466057,0.03048891726492542,0.009694886955999849,0.02932442458241802,0.9498652564550621,10,-0.03048891726492542,-0.0015285540480398652,-0.028960363216885554,0.053745556382275135,4.710514823793233,-0.13026048604578588
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,sz3,0.01,1356.9570552147238,0.23004208767555845,0.08135334834596364,0.22307488244460494,0.7945689006242497,11,-0.23004208767555845,-0.047257798973882714,-0.18278428870167573,0.16571413070436508,47.10514920178187,-0.9673064626099449
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,sperr,0.0001,11.012557884303588,0.02209663577382237,3.907843937511757e-05,0.022069899705069673,0.9987900389441016,2,0.02209663577382237,2.6736068752697406e-05,0.022069899705069673,0.02039956390542328,0.47105102367885987,9.145289520664982e-05
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,sperr,0.001,17.960087997341287,0.03875086368292813,0.00041627249734510485,0.038986256375924455,1.0060745147494616,17,0.03875086368292813,-0.00023539269299632792,0.038986256375924455,0.19090789310515874,4.710510164413228,-0.002012286642007127
nomad--1YLlCXKIJKj,slab,least_stable,1.108e-02,sperr,0.01,32.70183501740394,0.3275203248188543,0.004201600196729771,0.32812404137857065,1.0018432949468106,17,0.3275203248188543,-0.0006037165597163607,0.32812404137857065,0.279638671875,47.10452587146597,0.008172349044609433
