material_id,codec,relative_tolerance,solver,status,stage,error,failure_family
nomad-FPTBoTAPMQA8,SPERR,1e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_c5ve599v/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SPERR,1e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_c5ve599v/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SPERR,3e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_c5ve599v/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SPERR,3e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_c5ve599v/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SPERR,1e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_c5ve599v/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SPERR,1e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_c5ve599v/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SPERR,3e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_c5ve599v/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SPERR,3e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp_c5ve599v/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SZ3,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_c5ve599v/henkelman/SZ3_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SZ3,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_c5ve599v/henkelman/SZ3_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SZ3,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_c5ve599v/henkelman/SZ3_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,SZ3,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_c5ve599v/henkelman/SZ3_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,ZFP,1e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_c5ve599v/henkelman/ZFP_1e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,ZFP,3e-07,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_c5ve599v/henkelman/ZFP_3e-07',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,ZFP,1e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_c5ve599v/henkelman/ZFP_1e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FPTBoTAPMQA8,ZFP,3e-06,henkelman_ongrid,FAILED,henkelman,FileNotFoundError: [Errno 2] No such file or directory: '/tmp/qoi_p4_cmp_c5ve599v/henkelman/ZFP_3e-06',HENKELMAN_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SPERR,1e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp__f726oig/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SPERR,1e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp__f726oig/SPERR_1e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SPERR,3e-07,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp__f726oig/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SPERR,3e-07,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp__f726oig/SPERR_3e-07/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SPERR,1e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp__f726oig/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SPERR,1e-06,henkelman_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp__f726oig/SPERR_1e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
nomad-FVlJ8rpkyGT5,SPERR,3e-06,baderkit_ongrid,FAILED,codec,"FileNotFoundError: [Errno 2] Unable to synchronously create file (unable to open file: name = '/tmp/qoi_p4_cmp__f726oig/SPERR_3e-06/sperr.h5', errno = 2, error message = 'No such file or directory', flags = 13, o_flags = 242)",SPERR_WORKDIR_NOT_CREATED
