material_id,tau_e,original_qsq_floor_e,original_qsq_eligible,n_planned,n_valid,n_fail,n_exceed,valid_exceedance_fraction,valid_exact_one_sided_95_upper,conservative_exceedance_fraction,conservative_exact_one_sided_95_upper,any_fresh_exceedance,any_unresolved,fresh_max_response_e,fresh_max_over_original_floor
nomad-5HCYH3PtBIoR,0.001,0.0016281512431675,False,59,59,0,50,0.847457627118644,0.9180472284987325,0.847457627118644,0.9180472284987325,True,False,0.002237470400000774,1.3742398990206026
nomad-5HCYH3PtBIoR,0.01,0.0016281512431675,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.002237470400000774,1.3742398990206026
nomad-5_7vAQzUevH0,0.0001,0.0108894146827349,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.011935097100000291,1.0960274218340968
nomad-5_7vAQzUevH0,0.001,0.0108894146827349,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.011935097100000291,1.0960274218340968
nomad-5_7vAQzUevH0,0.01,0.0108894146827349,False,59,59,0,11,0.1864406779661017,0.28968191528751414,0.1864406779661017,0.28968191528751414,True,False,0.011935097100000291,1.0960274218340968
nomad-61GFUgm3lTUg,0.0001,0.0012397744279351,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0018567910999998105,1.4976846256559586
nomad-61GFUgm3lTUg,0.001,0.0012397744279351,False,59,59,0,32,0.5423728813559322,0.6539232616154588,0.5423728813559322,0.6539232616154588,True,False,0.0018567910999998105,1.4976846256559586
nomad-61GFUgm3lTUg,0.01,0.0012397744279351,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0018567910999998105,1.4976846256559586
nomad-6o4AmsigmNP5,0.0001,0.0017633256430755,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0022161031000003106,1.2567747249084973
nomad-6o4AmsigmNP5,0.001,0.0017633256430755,False,59,59,0,31,0.5254237288135594,0.6378737598809749,0.5254237288135594,0.6378737598809749,True,False,0.0022161031000003106,1.2567747249084973
nomad-6o4AmsigmNP5,0.01,0.0017633256430755,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0022161031000003106,1.2567747249084973
nomad-6x45-ylTvOvZ,0.0001,0.0001121552801821,False,59,59,0,14,0.23728813559322035,0.3458262280680324,0.23728813559322035,0.3458262280680324,True,False,0.00015245760000048847,1.3593439359515838
nomad-6x45-ylTvOvZ,0.001,0.0001121552801821,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.00015245760000048847,1.3593439359515838
nomad-6x45-ylTvOvZ,0.01,0.0001121552801821,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.00015245760000048847,1.3593439359515838
nomad-7OdXN2bFHmUg,0.0001,0.0009947194941029,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.001499273800000367,1.5072327514326092
nomad-7OdXN2bFHmUg,0.001,0.0009947194941029,True,59,59,0,2,0.03389830508474576,0.102889162709954,0.03389830508474576,0.102889162709954,True,False,0.001499273800000367,1.5072327514326092
nomad-7OdXN2bFHmUg,0.01,0.0009947194941029,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.001499273800000367,1.5072327514326092
nomad-8Hl4JATTj5Fp,0.0001,0.0006627906340828,False,59,59,0,57,0.9661016949152542,0.993943610402057,0.9661016949152542,0.993943610402057,True,False,0.0013050468999988851,1.9690183187408326
nomad-8Hl4JATTj5Fp,0.001,0.0006627906340828,True,59,59,0,15,0.2542372881355932,0.36415134253403497,0.2542372881355932,0.36415134253403497,True,False,0.0013050468999988851,1.9690183187408326
nomad-8Hl4JATTj5Fp,0.01,0.0006627906340828,True,59,59,0,0,0.0,0.04950760988822693,0.0,0.04950760988822693,False,False,0.0013050468999988851,1.9690183187408326
nomad-8ZPelCNdN_TR,0.0001,0.0047776675066728,False,59,59,0,59,1.0,1.0,1.0,1.0,True,False,0.0043351511000011556,0.9073781492635061
nomad-8ZPelCNdN_TR,0.001,0.0047776675066728,False,59,59,0,34,0.576271186440678,0.6856583325027945,0.576271186440678,0.6856583325027945,True,False,0.0043351511000011556,0.9073781492635061
