material,sentinel,variant,kind,domain_max_e,integrand_max_e,total_max_e,domain_to_integrand,migration_fraction,closure_max_e
mp-1178256,False,zfp_0.0001_shift_1702,spatial_control,0.001201948597738145,7.759449964339638e-06,0.0012057411999997214,154.9012627521255,0.0014419367283950617,0.0
mp-1178256,False,zfp_0.0001_stratified_1702,spatial_control,0.0013231797534505318,6.9453606261760115e-06,0.001323937999999636,190.51275011749107,0.0014411329732510287,0.0
mp-1178256,False,zfp_0.0001_global_1703,spatial_control,0.001946320272059765,5.846792358710218e-06,0.0019419750999993823,332.88684677851575,0.0016396604938271604,0.0
mp-1178256,False,zfp_0.0001_shift_1703,spatial_control,0.0016794860310360704,7.396018771643753e-06,0.0016740750999995058,227.07974153272835,0.0014443479938271604,0.0
mp-1178256,False,zfp_0.0001_stratified_1703,spatial_control,0.0013593465600090227,6.918240918807328e-06,0.0013625875000000676,196.4873117259651,0.0013953189300411522,0.0
mp-1178256,False,zfp_0.001,codec,0.0030895045226344564,9.245176736794036e-05,0.003103037800000763,33.417473895753865,0.006004050925925926,0.0
mp-1178256,False,sz3_0.0001,codec,0.00542736701825941,0.0009748637198150334,0.006088071499999792,5.567308443162883,0.009591210133744857,0.0
mp-1178256,False,sz3_0.0001_global_1701,spatial_control,0.008471864187953315,0.0007774072900792461,0.008832855899999714,10.897587784505756,0.01548755787037037,0.0
mp-1178256,False,sz3_0.0001_shift_1701,spatial_control,0.006429883382228496,0.0011804169585882818,0.0068413963999987,5.44712894494358,0.013456468621399176,0.0
mp-1178256,False,sz3_0.0001_stratified_1701,spatial_control,0.009998949593498452,0.0008546289202122637,0.01017006070000015,11.69975571504767,0.013598733281893004,0.0
mp-1178256,False,sz3_0.0001_global_1702,spatial_control,0.010790562445803786,0.0008024615452919548,0.011212580499998737,13.446828086793767,0.015514081790123457,0.0
mp-1178256,False,sz3_0.0001_shift_1702,spatial_control,0.007720720351306554,0.0011559168705357337,0.007995120199998595,6.679304150763216,0.01231835133744856,0.0
mp-1178256,False,sz3_0.0001_stratified_1702,spatial_control,0.0094977603087667,0.0008465207953278764,0.009750880399998607,11.219760177407109,0.013554526748971193,0.0
mp-1178256,False,sz3_0.0001_global_1703,spatial_control,0.009136115901203112,0.0008040221638294653,0.009501072099999064,11.363014991637595,0.015523726851851851,0.0
mp-1178256,False,sz3_0.0001_shift_1703,spatial_control,0.007450197379764489,0.0015506821621675826,0.00814299279999986,4.8044644876487235,0.012495177469135803,0.0
mp-1178256,False,sz3_0.0001_stratified_1703,spatial_control,0.007991416428717812,0.0008446795981527089,0.00814994719999973,9.46088486829186,0.013511123971193416,0.0
mp-1178256,False,sz3_0.001,codec,0.013996928955202215,0.010769181257976435,0.017271099799999412,1.2997208069866106,0.03955761316872428,0.0
mp-1178256,False,sperr_0.0001,codec,0.010605003096634036,7.898816373863582e-05,0.010632465999998786,134.2606612773651,0.014658886316872429,0.0
mp-1178256,False,sperr_0.0001_global_1701,spatial_control,0.009031074449437071,0.0001030560197206043,0.009035441099999986,87.63267273392921,0.014846161265432098,0.0
mp-1178256,False,sperr_0.0001_shift_1701,spatial_control,0.008836259558272275,0.00013418352629468444,0.008814828599998492,65.85204460096466,0.014457947530864197,0.0
mp-1178256,False,sperr_0.0001_stratified_1701,spatial_control,0.008493586918399743,0.00010563107391003967,0.00856110859999859,80.4080333939734,0.014567258230452676,0.0
mp-1178256,False,sperr_0.0001_global_1702,spatial_control,0.007735870930295263,0.00010389542764066562,0.0077542999999984374,74.4582423497083,0.014552790637860082,0.0
mp-1178256,False,sperr_0.0001_shift_1702,spatial_control,0.010446036018199933,0.00010252624871043281,0.010467134199998895,101.88645492826825,0.014562435699588478,0.0
mp-1178256,False,sperr_0.0001_stratified_1702,spatial_control,0.008346122006962275,8.892213407474259e-05,0.008335721699999965,93.85876861600092,0.014534304269547325,0.0
mp-1178256,False,sperr_0.0001_global_1703,spatial_control,0.008836216275474484,0.00013495858275991424,0.008800973199999618,65.47354080617274,0.014632362397119342,0.0
