material,domain,sentinel,solver,codec,control,codec_error_e,control_median_error_e,difference_e,ratio,relative_linf_mismatch_max,max_added_negative_fraction
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,zfp,global,0.002940000000000609,0.0014950000000002461,-0.0014450000000003627,0.5085034013605226,0.0,0.13021995907738096
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,zfp,shift,0.002940000000000609,0.0029159999999999187,-2.4000000000690136e-05,0.9918367346936445,0.0,0.13082527281746031
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,zfp,stratified,0.002940000000000609,0.0029000000000003467,-4.000000000026205e-05,0.986394557823043,0.0,0.11983687789351852
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,sz3,global,0.002322999999999631,0.003383000000000358,0.001060000000000727,1.4563065002156244,0.0,-0.03379190434854498
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,sz3,shift,0.002322999999999631,0.0024160000000001958,9.300000000056485e-05,1.0400344382266808,0.0,-0.006464688740079383
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,sz3,stratified,0.002322999999999631,0.0029450000000004195,0.0006220000000007886,1.267757210504041,0.0,-9.843129960318553e-05
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,sperr,global,0.0020690000000005426,0.002489999999999881,0.00042099999999933857,1.2034799420005935,0.0,0.00016870246362435393
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,sperr,shift,0.0020690000000005426,0.002531000000000283,0.0004619999999997404,1.223296278395176,0.0,4.030257936507575e-05
nomad-ZvTQv6REajO4,slab,False,henkelman_neargrid,sperr,stratified,0.0020690000000005426,0.0028730000000001255,0.0008039999999995828,1.3885935234409725,0.0,-1.2400793650779729e-05
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,zfp,global,0.004513447900000855,0.006217083999999318,0.0017036360999984623,1.377457796731882,0.0,0.06742048611111111
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,zfp,shift,0.004513447900000855,0.004321008999999876,-0.00019243890000097963,0.957363216710457,0.0,0.075296875
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,zfp,stratified,0.004513447900000855,0.009418881800000278,0.004905433899999423,2.0868484601314425,0.0,0.05948142361111111
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,sz3,global,0.18852962939999962,0.22660480080000056,0.03807517140000094,1.2019585543194253,0.0,0.04139513888888889
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,sz3,shift,0.18852962939999962,0.15915632499999965,-0.029373304399999967,0.8441979412282236,1.1750771999474454e-16,0.07734357638888889
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,sz3,stratified,0.18852962939999962,0.2345567224000007,0.046027093000001074,1.2441371849426717,0.0,0.0016949652777777727
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,sperr,global,0.23074413760000034,0.19925539729999997,-0.03148874030000037,0.8635339531156941,1.5041068901654047e-14,0.0006940972222222175
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,sperr,shift,0.23074413760000034,0.18702729730000023,-0.043716840300000115,0.810539757348964,0.0,0.0012508680555555762
nomad-0kvBRPSc8RU6,slab,False,baderkit_ongrid,sperr,stratified,0.23074413760000034,0.21459133769999994,-0.016152799900000403,0.929996921837288,0.0,8.541666666667114e-05
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,zfp,global,0.0036000000000004917,0.19647100000000073,0.19287100000000024,54.57527777777052,0.0,0.06742048611111111
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,zfp,shift,0.0036000000000004917,0.0056469999999997356,0.002046999999999244,1.5686111111108234,0.0,0.075296875
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,zfp,stratified,0.0036000000000004917,0.1956629999999997,0.1920629999999992,54.350833333325824,0.0,0.05948142361111111
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,sz3,global,0.21224799999999888,0.15661199999999909,-0.0556359999999998,0.737872677245486,0.0,0.04139513888888889
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,sz3,shift,0.21224799999999888,0.1362210000000008,-0.07602699999999807,0.6418011005993062,1.1750771999474454e-16,0.07734357638888889
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,sz3,stratified,0.21224799999999888,0.15885699999999936,-0.05339099999999952,0.7484499265010751,0.0,0.0016949652777777727
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,sperr,global,0.19149200000000022,0.18229399999999885,-0.009198000000001372,0.9519666617926527,1.5041068901654047e-14,0.0006940972222222175
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,sperr,shift,0.19149200000000022,0.1451759999999993,-0.04631600000000091,0.7581308879744278,0.0,0.0012508680555555762
nomad-0kvBRPSc8RU6,slab,False,henkelman_ongrid,sperr,stratified,0.19149200000000022,0.1658709999999992,-0.025621000000001004,0.8662032878658066,0.0,8.541666666667114e-05
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,zfp,global,0.001782999999999646,0.2080189999999984,0.20623599999999875,116.66797532251245,0.0,0.06742048611111111
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,zfp,shift,0.001782999999999646,0.002392000000000394,0.0006090000000007478,1.3415591699387934,0.0,0.075296875
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,zfp,stratified,0.001782999999999646,0.20902000000000065,0.207237000000001,117.22938867080323,0.0,0.05948142361111111
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,sz3,global,0.1936080000000011,0.1611659999999997,-0.032442000000001414,0.8324346101400705,0.0,0.04139513888888889
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,sz3,shift,0.1936080000000011,0.17899900000000102,-0.014609000000000094,0.9245434072972191,1.1750771999474454e-16,0.07734357638888889
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,sz3,stratified,0.1936080000000011,0.20401200000000053,0.010403999999999414,1.053737448865746,0.0,0.0016949652777777727
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,sperr,global,0.24938399999999916,0.18004300000000129,-0.06934099999999788,0.7219508869855399,1.5041068901654047e-14,0.0006940972222222175
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,sperr,shift,0.24938399999999916,0.14924200000000098,-0.10014199999999818,0.5984425624739418,0.0,0.0012508680555555762
nomad-0kvBRPSc8RU6,slab,False,henkelman_neargrid,sperr,stratified,0.24938399999999916,0.18334100000000042,-0.06604299999999874,0.7351754723639088,0.0,8.541666666667114e-05
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,zfp,global,0.011183431600001015,0.019185926000000464,0.008002494399999449,1.7155669821415749,0.0,0.09274025389476778
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,zfp,shift,0.011183431600001015,0.02779979570000002,0.016616364099999004,2.485801916112895,3.741259435163341e-12,0.09963762125220459
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,zfp,stratified,0.011183431600001015,0.017147257599999577,0.005963825999998562,1.5332733469750037,0.0,0.07859324478248089
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,sz3,global,0.06911375109999973,0.08648380870000061,0.017370057600000877,1.2513256381478757,0.0,-0.01073380548206937
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,sz3,shift,0.06911375109999973,0.04414137690000075,-0.02497237419999898,0.6386771980605307,1.9102040622869266e-13,-0.009083351704879478
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,sz3,stratified,0.06911375109999973,0.09188097520000049,0.02276722410000076,1.3294167041672962,0.0,0.010376708553791886
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,sperr,global,0.08095580210000008,0.1072453933999995,0.026289591299999415,1.324740050966642,1.492343684564743e-14,0.0005279523074662174
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,sperr,shift,0.08095580210000008,0.06208537650000068,-0.018870425599999407,0.7669045934880634,1.492343684564743e-14,0.000615676440329227
nomad-3Rqsfa2-hyu7,slab,False,baderkit_ongrid,sperr,stratified,0.08095580210000008,0.09370571330000033,0.012749911200000241,1.1574922472419087,0.0,5.511463844798392e-05
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,zfp,global,0.011182999999999055,0.01918599999999948,0.008003000000000426,1.7156398104266388,0.0,0.09274025389476778
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,zfp,shift,0.011182999999999055,0.027800000000000935,0.01661700000000188,2.485916122686514,3.741259435163341e-12,0.09963762125220459
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,zfp,stratified,0.011182999999999055,0.017147000000001356,0.005964000000002301,1.533309487615381,0.0,0.07859324478248089
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,sz3,global,0.06911399999999901,0.08872599999999942,0.019612000000000407,1.2837630581358435,0.0,-0.01073380548206937
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,sz3,shift,0.06911399999999901,0.04553800000000052,-0.023575999999998487,0.658882426136545,1.9102040622869266e-13,-0.009083351704879478
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,sz3,stratified,0.06911399999999901,0.08333799999999947,0.014224000000000458,1.2058049020459047,0.0,0.010376708553791886
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,sperr,global,0.07488599999999934,0.1048019999999994,0.029916000000000054,1.3994872205752786,1.492343684564743e-14,0.0005279523074662174
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,sperr,shift,0.07488599999999934,0.06755399999999945,-0.007331999999999894,0.9020911785914596,1.492343684564743e-14,0.000615676440329227
nomad-3Rqsfa2-hyu7,slab,False,henkelman_ongrid,sperr,stratified,0.07488599999999934,0.07655399999999979,0.001668000000000447,1.0222738562615237,0.0,5.511463844798392e-05
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,zfp,global,0.04379199999999983,0.024024999999999963,-0.019766999999999868,0.548616185604678,0.0,0.09274025389476778
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,zfp,shift,0.04379199999999983,0.035830999999999946,-0.007960999999999885,0.8182088052612368,3.741259435163341e-12,0.09963762125220459
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,zfp,stratified,0.04379199999999983,0.022732000000001307,-0.021059999999998524,0.5190902447936014,0.0,0.07859324478248089
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,sz3,global,0.10251500000000036,0.04809200000000047,-0.05442299999999989,0.4691215919621548,0.0,-0.01073380548206937
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,sz3,shift,0.10251500000000036,0.06249099999999963,-0.040024000000000726,0.6095790859874107,1.9102040622869266e-13,-0.009083351704879478
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,sz3,stratified,0.10251500000000036,0.050191999999999126,-0.05232300000000123,0.4896063990635415,0.0,0.010376708553791886
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,sperr,global,0.06277700000000053,0.04878999999999856,-0.01398700000000197,0.7771954696783558,1.492343684564743e-14,0.0005279523074662174
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,sperr,shift,0.06277700000000053,0.041679000000000244,-0.021098000000000283,0.6639214999123866,1.492343684564743e-14,0.000615676440329227
nomad-3Rqsfa2-hyu7,slab,False,henkelman_neargrid,sperr,stratified,0.06277700000000053,0.05316799999999944,-0.009609000000001089,0.8469343867976965,0.0,5.511463844798392e-05
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,zfp,global,0.023572438300000442,0.022808624299999636,-0.0007638140000008065,0.9675971577365082,2.1005661409262815e-16,0.07282856936177248
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,zfp,shift,0.023572438300000442,0.02266408270000042,-0.0009083556000000215,0.9614653525257078,0.0,0.09790659102182539
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,zfp,stratified,0.023572438300000442,0.022754836400000755,-0.000817601899999687,0.9653153445734262,0.0,0.09241381448412697
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,sz3,global,0.027299429499999306,0.02443427080000049,-0.0028651586999988155,0.8950469386183001,1.2101375701442768e-13,-0.05622804026124337
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,sz3,shift,0.027299429499999306,0.027044971000000473,-0.0002544584999988331,0.9906789810388221,0.0,0.005906653025793657
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,sz3,stratified,0.027299429499999306,0.023639927199999633,-0.003659502299999673,0.8659494953914783,0.0,-0.0019789599867724716
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,sperr,global,0.027515680000000486,0.02323511079999996,-0.004280569200000528,0.8444316404319119,0.0,9.19725529100468e-05
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,sperr,shift,0.027515680000000486,0.023402844899999664,-0.004112835100000822,0.8505275864524973,0.0,1.4725942460325214e-05
nomad-9jQMkfdCbgX_,slab,False,baderkit_ongrid,sperr,stratified,0.027515680000000486,0.02325323470000029,-0.004262445300000195,0.8450903157763093,0.0,-3.100198412697708e-05
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,zfp,global,0.023571999999999704,0.022808999999998747,-0.0007630000000009574,0.9676310877311655,2.1005661409262815e-16,0.07282856936177248
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,zfp,shift,0.023571999999999704,0.022663999999998907,-0.0009080000000007971,0.961479721703682,0.0,0.09790659102182539
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,zfp,stratified,0.023571999999999704,0.02275500000000008,-0.0008169999999996236,0.9653402341761567,0.0,0.09241381448412697
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,sz3,global,0.027298999999999296,0.0244339999999994,-0.0028649999999998954,0.8950511007729232,1.2101375701442768e-13,-0.05622804026124337
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,sz3,shift,0.027298999999999296,0.02704499999999932,-0.00025399999999997647,0.9906956298765529,0.0,0.005906653025793657
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,sz3,stratified,0.027298999999999296,0.023591999999998947,-0.003707000000000349,0.864207480127461,0.0,-0.0019789599867724716
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,sperr,global,0.02751599999999854,0.023234999999999673,-0.004280999999998869,0.8444177932839404,0.0,9.19725529100468e-05
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,sperr,shift,0.02751599999999854,0.023403000000000063,-0.004112999999998479,0.850523331879681,0.0,1.4725942460325214e-05
nomad-9jQMkfdCbgX_,slab,False,henkelman_ongrid,sperr,stratified,0.02751599999999854,0.023252999999998636,-0.004262999999999906,0.8450719581334448,0.0,-3.100198412697708e-05
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,zfp,global,0.028003,0.04069900000000004,0.01269600000000004,1.453379995000537,2.1005661409262815e-16,0.07282856936177248
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,zfp,shift,0.028003,0.027995000000000658,-7.999999999341867e-06,0.9997143163232746,0.0,0.09790659102182539
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,zfp,stratified,0.028003,0.03492600000000046,0.006923000000000457,1.2472235117666128,0.0,0.09241381448412697
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,sz3,global,0.03281400000000012,0.02583800000000025,-0.006975999999999871,0.7874078137380434,1.2101375701442768e-13,-0.05622804026124337
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,sz3,shift,0.03281400000000012,0.02739500000000028,-0.005418999999999841,0.8348570732004686,0.0,0.005906653025793657
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,sz3,stratified,0.03281400000000012,0.029327999999999577,-0.0034860000000005442,0.8937648564636883,0.0,-0.0019789599867724716
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,sperr,global,0.027858999999999412,0.026858000000000715,-0.0010009999999986974,0.9640690620625751,0.0,9.19725529100468e-05
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,sperr,shift,0.027858999999999412,0.026351999999999265,-0.0015070000000001471,0.9459061703578672,0.0,1.4725942460325214e-05
nomad-9jQMkfdCbgX_,slab,False,henkelman_neargrid,sperr,stratified,0.027858999999999412,0.028192999999999913,0.00033400000000050056,1.0119889443268066,0.0,-3.100198412697708e-05
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,zfp,global,0.08714843259999938,0.08565130400000065,-0.0014971285999987316,0.9828209348655716,0.0,0.04909490740740741
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,zfp,shift,0.08714843259999938,0.05198251620000072,-0.035165916399998665,0.5964825143625255,0.0,0.06074392361111111
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,zfp,stratified,0.08714843259999938,0.07263368430000128,-0.014514748299998104,0.8334479706982337,0.0,0.03480439814814815
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,sz3,global,0.08432974960000017,0.1648193055,0.08048955589999984,1.9544621712003718,1.4932164790883766e-14,0.019144241898148152
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,sz3,shift,0.08432974960000017,0.1012636233999995,0.016933873799999333,1.2008054557296979,4.4796494372651305e-14,0.04485763888888889
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,sz3,stratified,0.08432974960000017,0.2911301844999983,0.2068004348999981,3.4522832793991562,0.0,-0.0010541087962962978
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,sperr,global,0.2397877091999998,0.17250637859999962,-0.06728133060000019,0.719412930610706,0.0,0.0008220486111111119
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,sperr,shift,0.2397877091999998,0.17325120760000168,-0.06653650159999813,0.722519132352601,0.0,0.0027851562500000038
nomad-8tU1rEspJ26T,slab,False,baderkit_ongrid,sperr,stratified,0.2397877091999998,0.18251862730000035,-0.05726908189999946,0.7611675673825591,0.0,-1.3310185185189116e-05
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,zfp,global,0.021353000000001288,0.08406100000000016,0.06270799999999888,3.936730201844944,0.0,0.04909490740740741
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,zfp,shift,0.021353000000001288,0.04075300000000048,0.019399999999999196,1.9085374420455217,0.0,0.06074392361111111
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,zfp,stratified,0.021353000000001288,0.08265300000000053,0.061299999999999244,3.870790989556294,0.0,0.03480439814814815
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,sz3,global,0.1162920000000014,0.13415900000000036,0.017866999999998967,1.1536391153303645,1.4932164790883766e-14,0.019144241898148152
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,sz3,shift,0.1162920000000014,0.10497399999999857,-0.011318000000002826,0.9026760224262831,4.4796494372651305e-14,0.04485763888888889
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,sz3,stratified,0.1162920000000014,0.10622500000000024,-0.010067000000001158,0.9134334262029973,0.0,-0.0010541087962962978
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,sperr,global,0.14705700000000022,0.11546400000000112,-0.031592999999999094,0.7851649360452134,0.0,0.0008220486111111119
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,sperr,shift,0.14705700000000022,0.12159600000000026,-0.025460999999999956,0.826863053101859,0.0,0.0027851562500000038
nomad-8tU1rEspJ26T,slab,False,henkelman_ongrid,sperr,stratified,0.14705700000000022,0.09407400000000088,-0.052982999999999336,0.639711132418047,0.0,-1.3310185185189116e-05
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,zfp,global,0.012722000000000122,0.06765199999999894,0.05492999999999881,5.31771734004074,0.0,0.04909490740740741
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,zfp,shift,0.012722000000000122,0.05047599999999974,0.03775399999999962,3.967615154849808,0.0,0.06074392361111111
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,zfp,stratified,0.012722000000000122,0.09982000000000113,0.08709800000000101,7.846250589529961,0.0,0.03480439814814815
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,sz3,global,0.10804599999999986,0.13818299999999972,0.03013699999999986,1.278927493845213,1.4932164790883766e-14,0.019144241898148152
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,sz3,shift,0.10804599999999986,0.14005000000000045,0.03200400000000059,1.2962071710197567,4.4796494372651305e-14,0.04485763888888889
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,sz3,stratified,0.10804599999999986,0.11798000000000108,0.00993400000000122,1.0919423208633474,0.0,-0.0010541087962962978
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,sperr,global,0.14463300000000068,0.1122329999999998,-0.03240000000000087,0.7759847337744449,0.0,0.0008220486111111119
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,sperr,shift,0.14463300000000068,0.11177100000000095,-0.032861999999999725,0.7727904420153107,0.0,0.0027851562500000038
nomad-8tU1rEspJ26T,slab,False,henkelman_neargrid,sperr,stratified,0.14463300000000068,0.11476099999999967,-0.02987200000000101,0.793463455781178,0.0,-1.3310185185189116e-05
mp-1007755,bulk,True,baderkit_ongrid,zfp,global,0.00872765540000131,0.0022003673000003943,-0.006527288100000916,0.2521143651020025,4.817375962289498e-13,0.0
mp-1007755,bulk,True,baderkit_ongrid,zfp,shift,0.00872765540000131,0.0033348500999998976,-0.005392805300001413,0.38210148627080265,4.817375962289498e-13,0.0
mp-1007755,bulk,True,baderkit_ongrid,zfp,stratified,0.00872765540000131,0.002113077900000704,-0.006614577500000607,0.24211289322907806,0.0,0.0
mp-1007755,bulk,True,baderkit_ongrid,sz3,global,0.011119335100000072,0.011827307100000795,0.0007079720000007228,1.0636703538146555,0.0,0.0
mp-1007755,bulk,True,baderkit_ongrid,sz3,shift,0.011119335100000072,0.008377104300000937,-0.0027422307999991347,0.7533817647064961,0.0,0.0
mp-1007755,bulk,True,baderkit_ongrid,sz3,stratified,0.011119335100000072,0.020218292600000964,0.009098957500000893,1.8183005025184316,0.0,0.0
mp-1007755,bulk,True,baderkit_ongrid,sperr,global,0.006745042800000434,0.011916580000001176,0.005171537200000742,1.7667167360302605,0.0,0.0
mp-1007755,bulk,True,baderkit_ongrid,sperr,shift,0.006745042800000434,0.009881632800000872,0.0031365900000004387,1.4650215117982999,0.0,0.0
mp-1007755,bulk,True,baderkit_ongrid,sperr,stratified,0.006745042800000434,0.012364869500000708,0.005619826700000274,1.8331788050329219,0.0,0.0
mp-1007755,bulk,True,henkelman_ongrid,zfp,global,0.008726999999998597,0.0022010000000012298,-0.006525999999997367,0.25220579809803867,4.817375962289498e-13,0.0
mp-1007755,bulk,True,henkelman_ongrid,zfp,shift,0.008726999999998597,0.0034080000000002997,-0.005318999999998297,0.3905122035064567,4.817375962289498e-13,0.0
mp-1007755,bulk,True,henkelman_ongrid,zfp,stratified,0.008726999999998597,0.0021129999999995874,-0.0066139999999990096,0.24212214965050155,0.0,0.0
mp-1007755,bulk,True,henkelman_ongrid,sz3,global,0.0041389999999985605,0.012231999999999132,0.008093000000000572,2.955303213337373,0.0,0.0
mp-1007755,bulk,True,henkelman_ongrid,sz3,shift,0.0041389999999985605,0.014426999999999524,0.010288000000000963,3.485624546993124,0.0,0.0
mp-1007755,bulk,True,henkelman_ongrid,sz3,stratified,0.0041389999999985605,0.011299999999998533,0.007160999999999973,2.7301280502542795,0.0,0.0
mp-1007755,bulk,True,henkelman_ongrid,sperr,global,0.014329999999999288,0.01049699999999909,-0.0038330000000001974,0.7325191905093937,0.0,0.0
mp-1007755,bulk,True,henkelman_ongrid,sperr,shift,0.014329999999999288,0.0074670000000001124,-0.006862999999999175,0.5210746685275983,0.0,0.0
mp-1007755,bulk,True,henkelman_ongrid,sperr,stratified,0.014329999999999288,0.01236399999999982,-0.001965999999999468,0.8628053035589975,0.0,0.0
mp-1007755,bulk,True,henkelman_neargrid,zfp,global,0.012247000000000341,0.008267000000000024,-0.003980000000000317,0.6750224544786311,4.817375962289498e-13,0.0
mp-1007755,bulk,True,henkelman_neargrid,zfp,shift,0.012247000000000341,0.003042999999999907,-0.009204000000000434,0.24846901281945147,4.817375962289498e-13,0.0
mp-1007755,bulk,True,henkelman_neargrid,zfp,stratified,0.012247000000000341,0.005462999999998885,-0.0067840000000014555,0.44606842492028526,0.0,0.0
mp-1007755,bulk,True,henkelman_neargrid,sz3,global,0.01703200000000038,0.018024000000000484,0.000992000000000104,1.0582433067167731,0.0,0.0
mp-1007755,bulk,True,henkelman_neargrid,sz3,shift,0.01703200000000038,0.01823199999999936,0.0011999999999989797,1.0704556129637712,0.0,0.0
mp-1007755,bulk,True,henkelman_neargrid,sz3,stratified,0.01703200000000038,0.015535999999999106,-0.001496000000001274,0.9121653358383489,0.0,0.0
mp-1007755,bulk,True,henkelman_neargrid,sperr,global,0.021736999999999895,0.01979000000000042,-0.001946999999999477,0.9104292220637858,0.0,0.0
mp-1007755,bulk,True,henkelman_neargrid,sperr,shift,0.021736999999999895,0.012979999999998881,-0.008757000000001014,0.5971385195748697,0.0,0.0
mp-1007755,bulk,True,henkelman_neargrid,sperr,stratified,0.021736999999999895,0.01807299999999934,-0.0036640000000005557,0.8314394810691184,0.0,0.0
